total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,hours_to_next_failure_event
884,43.04,110.5,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,570.06,13.46,4,2,22,6,8,2,1,1,8,1,69.61
902,9.08,112.75,2,28800.0,0.2825,1.0,0.2825,1.0,2.0,2.0,0.0,0.0,570.06,14.07,3,2,12,0,9,2,0,0,8,1,55.08
1050,50.37,131.25,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,570.06,14.37,3,2,20,0,9,2,0,0,8,1,47.74
947,23.24,118.38,4,28800.0,0.6672,1.0,0.6672,1.0,3.0,3.0,0.0,0.0,570.06,14.71,3,2,4,1,9,2,0,1,8,1,39.54
1050,41.27,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,570.06,14.78,3,2,6,1,9,2,0,0,8,1,37.86
1050,17.32,131.25,5,28800.0,0.5057,1.0,0.5057,1.0,5.0,5.0,0.0,0.0,570.06,15.19,3,2,15,1,9,2,0,0,8,1,28.24
1009,25.48,126.12,3,28800.0,0.7939,1.0,0.7939,1.0,3.0,3.0,0.0,0.0,570.06,15.49,2,2,22,1,9,2,0,1,8,1,21.03
862,25.83,125.37,5,25715.625,0.6405,0.8929374999999999,0.7452,1.0,5.0,5.0,0.0,0.0,570.06,16.0,2,2,11,2,9,2,0,0,8,1,8.73
1033,28.54,145.31,4,25715.625,0.8328,0.8929374999999999,0.9372,1.0,4.0,4.0,0.0,0.0,570.06,16.2,2,2,16,2,9,2,0,0,8,1,3.93
1001,14.77,159.86,2,25715.625,0.431,0.8929374999999999,0.5506,1.0,2.0,2.0,0.0,0.0,570.06,16.5,3,2,23,2,9,2,0,1,8,1,27.33
1003,38.3,153.93,2,25715.625,0.8145,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,590.45,16.8,3,2,6,3,9,2,0,0,8,1,20.28
886,28.96,142.8,3,25715.625,0.6876,0.8929374999999999,0.8866,1.0,3.0,3.0,0.0,0.0,590.45,17.32,2,2,18,3,9,2,0,0,8,1,7.73
846,13.08,148.38,4,25715.625,0.2899,0.8929374999999999,0.4068,1.0,4.0,4.0,0.0,0.0,633.95,0.18,3,3,4,4,9,2,0,1,8,1,85.39
933,35.61,117.91,3,28487.0,0.9891,0.9891,1.0,1.0,3.0,3.0,0.0,0.0,633.95,0.37,3,3,9,4,9,2,0,0,8,1,80.88
862,44.65,108.68,3,28554.0,0.7436,0.9915,1.0,1.0,4.0,3.0,0.0,0.0,633.95,0.81,3,3,20,4,9,2,0,0,8,1,70.33
1050,33.78,133.02,4,28417.0,0.9867,0.9867,1.0,1.0,6.0,6.0,0.0,0.0,633.95,1.17,3,3,4,5,9,2,1,1,8,1,61.63
979,30.29,141.5,6,25715.625,0.8532,0.8929374999999999,0.9866,1.0,6.0,6.0,0.0,0.0,633.95,1.27,2,3,7,5,9,2,1,0,8,1,59.33
843,18.48,130.82,3,25715.625,0.5067,0.8929374999999999,0.629,1.0,3.0,3.0,0.0,0.0,633.95,1.86,2,4,21,5,9,2,1,0,8,1,45.14
934,26.0,142.86,6,25715.625,0.7193,0.8929374999999999,0.8802,1.0,6.0,6.0,0.0,0.0,675.94,0.08,2,4,2,6,9,3,1,1,8,1,39.96
1050,41.21,131.25,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,675.94,0.3,2,4,7,6,9,3,1,0,8,1,34.89
1005,10.28,125.62,6,28800.0,0.3493,1.0,0.3493,1.0,6.0,6.0,0.0,0.0,675.94,0.92,2,4,22,6,9,3,1,1,8,1,19.99
1017,26.31,134.32,3,27258.0,0.7885,0.9465,0.8331,1.0,3.0,3.0,0.0,0.0,675.94,1.44,2,4,10,0,10,3,0,0,8,1,7.54
965,42.85,125.09,5,27772.0,0.9643,0.9643,1.0,1.0,5.0,5.0,0.0,0.0,675.94,1.77,3,4,18,0,10,3,0,0,8,1,159.4
1028,21.89,134.91,4,27432.0,0.6907,0.9525,0.7251,1.0,4.0,4.0,0.0,0.0,698.03,1.91,3,4,22,0,10,3,0,1,8,1,156.08
834,10.93,109.7,5,27368.0,0.2319,0.9503,0.2929,1.0,6.0,5.0,0.0,0.0,698.03,2.41,3,4,10,1,10,3,0,0,8,1,144.03
921,27.05,128.82,3,25738.0,0.8149,0.8937,0.9118,1.0,3.0,3.0,0.0,0.0,698.03,2.64,3,4,15,1,10,3,0,0,8,1,138.41
1050,47.74,150.01,3,25715.625,0.875,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,832.29,0.12,3,5,22,1,10,3,0,1,8,1,131.43
1001,51.87,125.12,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,832.29,0.59,3,5,10,2,10,3,0,0,8,1,120.0
955,36.77,119.38,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,832.29,0.82,3,5,15,2,10,3,0,0,8,1,114.48
902,18.1,112.75,4,28800.0,0.4933,1.0,0.4933,1.0,7.0,6.0,0.0,0.0,832.29,1.36,2,5,4,3,10,3,0,1,8,1,101.68
876,20.74,109.5,1,28800.0,0.2798,1.0,0.5597,1.0,2.0,1.0,0.0,0.0,832.29,1.63,2,5,11,3,10,3,0,0,8,1,95.05
1050,19.81,131.25,5,28800.0,0.6504,1.0,0.6504,1.0,5.0,5.0,0.0,0.0,832.29,1.88,2,5,17,3,10,3,0,0,8,1,89.11
992,17.31,124.0,6,28800.0,0.5022,1.0,0.5859,1.0,4.0,4.0,0.0,0.0,832.29,2.2,2,5,0,4,10,3,0,1,8,1,81.35
902,32.7,112.75,6,28800.0,0.9195,1.0,0.9195,1.0,6.0,6.0,0.0,0.0,832.29,2.52,1,5,8,4,10,3,0,0,8,1,73.81
1050,37.32,131.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,832.29,2.86,1,5,16,4,10,3,0,0,8,1,65.51
1043,22.54,130.38,4,28800.0,0.6598,1.0,0.6598,1.0,2.0,2.0,0.0,0.0,832.29,3.26,1,5,2,5,10,3,1,1,8,1,56.0
1007,39.5,125.88,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,832.29,3.51,1,5,8,5,10,3,1,0,8,1,49.96
896,14.63,112.0,6,28800.0,0.3478,1.0,0.3478,1.0,6.0,6.0,0.0,0.0,832.29,4.07,1,5,21,5,10,3,1,0,8,1,36.61
1001,39.47,125.12,2,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,832.29,4.37,1,5,4,6,10,3,1,1,8,1,29.46
1003,52.62,125.38,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,832.29,4.7,1,5,12,6,10,3,1,0,8,1,21.58
1050,19.2,131.25,2,28800.0,0.6183,1.0,0.6183,1.0,2.0,2.0,0.0,0.0,832.29,4.91,1,5,17,6,10,3,1,0,8,1,16.48
1045,18.43,130.62,6,28800.0,0.5221,1.0,0.5221,1.0,3.0,3.0,0.0,0.0,832.29,5.26,1,5,2,0,11,3,0,1,8,1,8.06
1043,40.99,145.61,6,25787.0,0.8954,0.8954,1.0,1.0,6.0,6.0,0.0,0.0,832.29,5.5,1,5,7,0,11,3,0,0,8,1,2.2
1018,22.18,135.57,6,27032.0,0.7628,0.9386,0.8127,1.0,6.0,6.0,0.0,0.0,850.0,5.87,2,5,16,0,11,3,0,0,8,1,50.38
1000,33.22,138.37,3,26017.0,0.9034,0.9034,1.0,1.0,2.0,2.0,0.0,0.0,850.0,6.33,1,5,3,1,11,3,0,1,8,1,39.43
1016,25.32,144.28,5,25715.625,0.7297,0.8929374999999999,0.9948,1.0,6.0,5.0,0.0,0.0,881.87,0.1,1,6,13,1,11,3,0,0,8,1,29.5
1038,42.64,149.77,3,25715.625,0.8663,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,881.87,0.38,1,6,20,1,11,3,0,0,8,1,22.75
886,31.14,145.84,2,25715.625,0.7594,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,881.87,0.44,1,6,22,1,11,3,0,1,8,1,21.23
1013,19.63,142.2,2,25715.625,0.5666,0.8929374999999999,0.6363,1.0,2.0,2.0,0.0,0.0,881.87,1.05,1,5,12,2,11,3,0,0,8,1,6.68
947,32.3,132.22,2,25784.0,0.8953,0.8953,1.0,1.0,2.0,2.0,0.0,0.0,881.87,1.43,2,5,21,2,11,3,0,0,8,1,141.07
992,12.41,134.66,2,26520.0,0.3817,0.9208,0.4145,1.0,4.0,4.0,0.0,0.0,1022.77,1.59,2,5,1,3,11,3,0,1,8,1,137.29
983,18.22,122.88,6,28800.0,0.6028,1.0,0.6028,1.0,6.0,6.0,0.0,0.0,1022.77,1.89,2,5,8,3,11,3,0,0,8,1,130.16
916,34.12,114.5,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1022.77,2.37,2,5,20,3,11,3,0,0,8,1,118.64
824,23.01,103.0,4,28800.0,0.586,1.0,0.586,1.0,4.0,4.0,0.0,0.0,1022.77,2.5,2,5,23,3,11,3,0,1,8,1,115.42
1050,40.71,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1022.77,3.05,2,5,12,4,11,3,0,0,8,1,102.19
1050,19.86,131.25,3,28800.0,0.7186,1.0,0.7186,1.0,3.0,3.0,0.0,0.0,1022.77,3.31,2,5,18,4,11,3,0,0,8,1,96.0
965,19.32,120.62,1,28800.0,0.4875,1.0,0.4875,1.0,6.0,6.0,0.0,0.0,1022.77,3.55,2,5,0,5,11,3,1,1,8,1,90.19
934,15.29,116.75,3,28800.0,0.4184,1.0,0.4184,1.0,3.0,3.0,0.0,0.0,1022.77,3.89,2,5,8,5,11,3,1,0,8,1,82.09
1050,50.7,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1022.77,4.24,2,5,17,5,11,3,1,0,8,1,73.77
1050,32.4,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1022.77,4.6,2,5,1,6,11,3,1,1,8,1,65.09
964,30.56,120.5,4,28800.0,0.9493,1.0,0.9493,1.0,4.0,4.0,0.0,0.0,1022.77,5.3,2,5,18,6,11,3,1,0,8,1,48.39
976,12.91,122.0,6,28800.0,0.3399,1.0,0.3399,1.0,1.0,1.0,0.0,0.0,1022.77,5.68,2,5,3,0,12,3,0,1,8,1,39.05
1025,25.62,128.12,2,28800.0,0.8033,1.0,0.8033,1.0,2.0,2.0,0.0,0.0,1022.77,5.91,2,5,9,0,12,3,0,0,8,1,33.76
1050,23.04,131.25,3,28800.0,0.7751,1.0,0.7751,1.0,3.0,3.0,0.0,0.0,1022.77,6.29,1,4,18,0,12,3,0,0,8,1,24.55
896,38.93,112.0,1,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1022.77,6.56,1,4,0,1,12,3,0,1,8,1,18.07
883,24.21,138.15,6,25715.625,0.5865,0.8929374999999999,0.7341,1.0,6.0,6.0,0.0,0.0,1022.77,6.78,1,4,6,1,12,3,0,0,8,1,12.65
802,34.2,127.41,2,25715.625,0.7825,0.8929374999999999,0.9945,1.0,2.0,2.0,0.0,0.0,1022.77,7.39,2,4,20,1,12,3,0,0,8,1,322.75
1050,12.93,165.88,5,25715.625,0.3642,0.8929374999999999,0.4603,1.0,5.0,4.0,0.0,0.0,1028.22,7.56,2,4,0,2,12,3,0,1,8,1,318.71
824,27.93,103.94,2,28540.0,0.6921,0.991,0.6984,1.0,2.0,2.0,0.0,0.0,1063.76,7.87,2,4,8,2,12,3,0,0,8,1,311.26
746,36.24,93.99,6,28574.0,0.8468,0.9922,0.8535,1.0,6.0,6.0,0.0,0.0,1063.76,8.17,2,4,15,2,12,3,0,0,8,1,304.18
960,19.31,120.86,4,28595.0,0.4034,0.9929,0.5079,1.0,6.0,6.0,0.0,0.0,1063.76,8.62,1,4,2,3,12,3,0,1,8,1,293.36
950,24.32,120.58,5,28362.0,0.7755,0.9848,0.7875,1.0,5.0,5.0,0.0,0.0,1063.76,8.89,1,4,8,3,12,3,0,0,8,1,286.93
1050,33.69,133.31,6,28356.0,0.9846,0.9846,1.0,1.0,6.0,6.0,0.0,0.0,1264.9,9.41,1,4,21,3,12,3,0,0,8,1,274.35
891,36.85,114.17,6,28094.0,0.9755,0.9755,1.0,1.0,5.0,5.0,0.0,0.0,1264.9,9.7,1,4,4,4,12,3,0,1,8,1,267.33
975,31.89,121.88,6,28800.0,0.9682,1.0,0.9682,1.0,6.0,6.0,0.0,0.0,1264.9,9.9,1,4,9,4,12,3,0,0,8,1,262.58
885,16.23,110.62,4,28800.0,0.44,1.0,0.44,1.0,4.0,4.0,0.0,0.0,1264.9,10.27,1,4,17,4,12,3,0,0,8,1,253.76
920,41.73,115.0,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1264.9,10.46,1,4,22,4,12,3,0,1,8,1,249.15
1000,15.69,125.0,4,28800.0,0.4733,1.0,0.4733,1.0,4.0,4.0,0.0,0.0,1264.9,10.82,1,4,7,5,12,3,1,0,8,1,240.46
1050,20.34,131.25,5,28800.0,0.7394,1.0,0.7394,1.0,5.0,5.0,0.0,0.0,1264.9,11.29,1,4,18,5,12,3,1,0,8,1,229.13
1025,22.81,128.12,2,28800.0,0.7317,1.0,0.7317,1.0,5.0,5.0,0.0,0.0,1264.9,11.67,1,4,3,6,12,3,1,1,8,1,220.0
1050,15.08,131.25,2,28800.0,0.5086,1.0,0.5086,1.0,2.0,2.0,0.0,0.0,1264.9,12.27,1,4,17,6,12,3,1,0,8,1,205.78
1012,39.78,126.5,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1264.9,12.47,1,4,22,6,12,3,1,1,8,1,200.98
985,33.56,123.12,2,28800.0,0.8814,1.0,0.8814,1.0,2.0,2.0,0.0,0.0,1264.9,12.96,1,4,10,0,13,3,0,0,8,1,189.06
1050,14.89,131.25,6,28800.0,0.4339,1.0,0.4339,1.0,6.0,6.0,0.0,0.0,1264.9,13.28,1,4,18,0,13,3,0,0,8,1,181.53
1050,19.2,131.25,4,28800.0,0.642,1.0,0.642,1.0,3.0,3.0,0.0,0.0,1264.9,13.7,1,4,4,1,13,3,0,1,8,1,171.43
1006,24.4,125.75,2,28800.0,0.7465,1.0,0.7465,1.0,2.0,2.0,0.0,0.0,1264.9,13.81,1,4,6,1,13,3,0,0,8,1,168.8
881,30.36,110.12,3,28800.0,0.8308,1.0,0.8308,1.0,3.0,3.0,0.0,0.0,1264.9,14.36,0,4,20,1,13,3,0,0,8,1,155.45
947,11.29,118.38,3,28800.0,0.3607,1.0,0.3607,1.0,4.0,3.0,0.0,0.0,1264.9,14.58,0,4,1,2,13,3,0,1,8,1,150.35
934,17.49,116.75,5,28800.0,0.4916,1.0,0.4916,1.0,5.0,5.0,0.0,0.0,1264.9,14.91,0,4,9,2,13,3,0,0,8,1,142.28
836,9.6,104.5,3,28800.0,0.2729,1.0,0.2729,1.0,3.0,3.0,0.0,0.0,1264.9,15.24,0,4,17,2,13,3,0,0,8,1,134.51
913,39.73,114.12,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,1264.9,15.46,0,4,22,2,13,3,0,1,8,1,129.15
987,48.84,123.38,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1264.9,16.09,0,4,13,3,13,3,0,0,8,1,114.1
1050,12.8,131.25,6,28800.0,0.4663,1.0,0.4663,1.0,6.0,6.0,0.0,0.0,1264.9,16.18,0,4,15,3,13,3,0,0,8,1,111.98
883,8.51,110.38,2,28800.0,0.2539,1.0,0.2539,1.0,2.0,2.0,0.0,0.0,1264.9,16.46,0,4,22,3,13,3,0,1,8,1,105.11
933,44.09,116.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1264.9,16.8,0,4,6,4,13,3,0,0,8,1,96.9
871,25.48,108.88,5,28800.0,0.5837,1.0,0.5837,1.0,5.0,5.0,0.0,0.0,1264.9,17.26,0,4,17,4,13,3,0,0,8,1,85.96
809,42.14,101.12,7,28800.0,0.9261,1.0,0.9261,1.0,6.0,6.0,0.0,0.0,1264.9,17.55,0,4,0,5,13,3,1,1,8,1,79.03
1037,22.58,139.8,4,26703.0,0.66,0.9272,0.7118,1.0,4.0,4.0,0.0,0.0,1341.43,0.21,0,5,8,5,13,3,1,0,8,1,71.51
889,32.61,118.31,3,27050.0,0.8257,0.9392,0.8791,1.0,3.0,3.0,0.0,0.0,1341.43,0.48,0,5,14,5,13,3,1,0,8,1,65.1
975,19.93,129.22,6,27162.0,0.518,0.9431,0.5492,1.0,5.0,5.0,0.0,0.0,1341.43,1.02,0,4,3,6,13,3,1,1,8,1,52.05
1050,28.52,131.25,3,28800.0,0.9764,1.0,0.9764,1.0,3.0,3.0,0.0,0.0,1341.43,1.35,0,4,11,6,13,3,1,0,8,1,44.18
995,28.67,124.38,4,28800.0,0.9449,1.0,0.9449,1.0,4.0,4.0,0.0,0.0,1341.43,1.53,0,4,15,6,13,3,1,0,8,1,39.9
1050,23.6,131.25,5,28800.0,0.8141,1.0,0.8141,1.0,0.0,0.0,0.0,0.0,1341.43,1.98,0,4,2,0,14,3,0,1,8,1,29.11
1050,27.74,131.25,6,28800.0,0.7798,1.0,0.7798,1.0,6.0,6.0,0.0,0.0,1341.43,2.3,0,4,10,0,14,3,0,0,8,1,21.28
1015,46.2,126.88,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1341.43,2.67,0,4,19,0,14,3,0,0,8,1,12.46
850,17.02,106.25,0,28800.0,0.4554,1.0,0.4814,1.0,7.0,7.0,0.0,0.0,1341.43,2.91,0,3,0,1,14,3,0,1,8,1,6.63
1001,38.24,154.4,2,25715.625,0.8104,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,1341.43,3.29,1,3,9,1,14,3,0,0,8,1,3.67
989,29.23,169.31,6,25715.625,0.7302,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,1418.89,3.66,2,3,18,1,14,3,0,0,8,1,83.17
1050,36.63,159.18,7,25715.625,0.8245,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1418.89,3.94,2,3,1,2,14,4,0,1,8,1,76.42
898,25.99,112.25,5,28800.0,0.6847,1.0,0.6847,1.0,5.0,5.0,0.0,0.0,1418.89,4.36,2,3,11,2,14,4,0,0,8,1,66.43
1050,34.65,131.25,5,28800.0,0.8333,1.0,1.0,1.0,6.0,5.0,0.0,0.0,1418.89,4.69,2,3,19,2,14,4,0,0,8,1,58.32
909,17.63,113.62,3,28800.0,0.4207,1.0,0.4207,1.0,2.0,2.0,0.0,0.0,1418.89,4.88,2,3,0,3,14,4,0,1,8,1,53.78
894,26.32,111.75,4,28800.0,0.6159,1.0,0.6159,1.0,4.0,4.0,0.0,0.0,1418.89,5.13,2,3,6,3,14,4,0,0,8,1,47.82
1017,41.53,127.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1418.89,5.67,2,2,19,3,14,4,0,0,8,1,34.88
894,29.5,111.75,2,28800.0,0.8785,1.0,0.8785,1.0,3.0,3.0,0.0,0.0,1418.89,6.01,2,2,3,4,14,4,0,1,8,1,26.75
875,43.36,112.58,5,27980.0,0.9715,0.9715,1.0,1.0,5.0,5.0,0.0,0.0,1418.89,6.32,2,2,10,4,14,4,0,0,8,1,19.4
993,16.37,127.63,4,28009.0,0.4858,0.9725,0.4995,1.0,4.0,4.0,0.0,0.0,1429.65,0.0,2,3,19,4,14,4,0,0,8,1,10.68
904,37.81,115.89,3,28081.0,0.8833,0.975,0.9059,1.0,3.0,3.0,0.0,0.0,1429.65,0.35,2,3,3,5,14,4,1,1,8,1,2.42
1037,10.5,139.64,2,26735.0,0.3662,0.9283,0.3945,1.0,2.0,2.0,0.0,0.0,1624.16,0.61,3,3,10,5,14,4,1,0,8,1,199.51
1002,13.67,146.4,2,25715.625,0.4464,0.8929374999999999,0.5217,1.0,2.0,2.0,0.0,0.0,1624.16,1.02,3,3,19,5,14,4,1,0,8,1,189.88
945,38.29,131.68,3,25836.0,0.8971,0.8971,1.0,1.0,7.0,6.0,0.0,0.0,1624.16,1.39,3,3,4,6,14,4,1,1,8,1,180.91
920,31.44,115.0,6,28800.0,0.8635,1.0,0.8635,1.0,6.0,6.0,0.0,0.0,1624.16,1.61,3,3,9,6,14,4,1,0,8,1,175.61
963,44.39,120.38,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1624.16,1.97,3,3,18,6,14,4,1,0,8,1,166.95
1050,48.95,131.25,6,28800.0,0.8571,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1624.16,2.23,3,3,0,0,15,4,0,1,8,1,160.68
1050,33.79,131.25,4,28800.0,0.7805,1.0,0.9756,1.0,5.0,4.0,0.0,0.0,1624.16,2.61,3,3,9,0,15,4,0,0,8,1,151.68
826,36.29,103.25,4,28800.0,0.9315,1.0,0.9315,1.0,4.0,4.0,0.0,0.0,1624.16,2.85,3,3,15,0,15,4,0,0,8,1,145.9
955,46.53,119.38,1,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1624.16,3.41,3,3,5,1,15,4,0,1,8,1,132.36
1050,17.09,131.25,6,28800.0,0.5079,1.0,0.5079,1.0,6.0,6.0,0.0,0.0,1624.16,3.56,2,3,8,1,15,4,0,0,8,1,128.81
1050,22.27,131.25,4,28800.0,0.6366,1.0,0.6366,1.0,4.0,4.0,0.0,0.0,1624.16,4.0,1,3,19,1,15,4,0,0,8,1,118.26
1050,15.78,131.25,4,28800.0,0.5633,1.0,0.5633,1.0,8.0,7.0,0.0,0.0,1624.16,4.23,1,3,0,2,15,4,0,1,8,1,112.75
989,30.07,123.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1624.16,4.7,1,3,12,2,15,4,0,0,8,1,101.38
965,34.44,120.62,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1624.16,4.86,1,3,15,2,15,4,0,0,8,1,97.56
865,36.68,108.12,7,28800.0,0.875,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1624.16,5.43,1,3,5,3,15,4,0,1,8,1,83.88
1050,24.68,131.25,5,28800.0,0.7015,1.0,0.7015,1.0,5.0,5.0,0.0,0.0,1624.16,5.71,1,2,12,3,15,4,0,0,8,1,77.18
872,11.92,109.0,5,28800.0,0.3373,1.0,0.3373,1.0,5.0,5.0,0.0,0.0,1624.16,5.85,1,2,15,3,15,4,0,0,8,1,73.83
1050,42.63,131.25,1,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1624.16,6.23,1,2,0,4,15,4,0,1,8,1,64.81
981,28.03,122.62,5,28800.0,0.8448,1.0,0.8448,1.0,5.0,5.0,0.0,0.0,1624.16,6.67,1,2,11,4,15,4,0,0,8,1,54.08
909,37.35,113.62,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1624.16,6.8,1,2,14,4,15,4,0,0,8,1,51.15
1050,43.02,131.25,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1624.16,7.38,1,2,4,5,15,4,1,1,8,1,37.21
924,14.3,115.5,3,28800.0,0.2143,1.0,0.3571,1.0,5.0,3.0,0.0,0.0,1624.16,7.62,0,2,10,5,15,4,1,0,8,1,31.43
1050,47.71,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1624.16,7.79,0,2,14,5,15,4,1,0,8,1,27.23
1050,24.28,131.25,5,28800.0,0.7988,1.0,0.7988,1.0,0.0,0.0,0.0,0.0,1624.16,8.35,0,2,3,6,15,4,1,1,8,1,13.95
943,36.85,173.66124,2,25715.625,0.6513,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,1626.16,0.02,0,3,15,6,15,4,1,0,8,1,1.56
963,47.55,173.66124,0,25715.625,0.621,0.8929374999999999,1.0,1.0,0.0,0.0,0.0,0.0,1705.65,0.32,1,3,23,6,15,4,1,1,8,1,75.12
909,34.41,113.62,5,28800.0,0.9649,1.0,0.9649,1.0,5.0,5.0,0.0,0.0,1705.65,0.78,1,3,10,0,16,4,0,0,8,1,64.09
990,22.94,123.75,4,28800.0,0.7318,1.0,0.7318,1.0,4.0,4.0,0.0,0.0,1705.65,1.24,1,3,21,0,16,4,0,0,8,1,53.01
1050,34.67,131.25,6,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1705.65,1.54,1,3,4,1,16,4,0,1,8,1,45.86
1039,23.81,129.88,3,28800.0,0.785,1.0,0.785,1.0,3.0,3.0,0.0,0.0,1705.65,1.82,1,3,11,1,16,4,0,0,8,1,39.11
1050,15.58,131.25,4,28800.0,0.5002,1.0,0.5002,1.0,4.0,4.0,0.0,0.0,1705.65,2.12,1,3,18,1,16,4,0,0,8,1,31.79
1050,25.2,131.25,5,28800.0,0.8983,1.0,0.8983,1.0,4.0,4.0,0.0,0.0,1705.65,2.4,1,3,1,2,16,4,0,1,8,1,25.16
993,18.09,124.12,3,28800.0,0.4979,1.0,0.4979,1.0,3.0,3.0,0.0,0.0,1705.65,2.92,1,3,13,2,16,4,0,0,8,1,12.64
988,35.16,123.5,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1705.65,3.13,1,3,18,2,16,4,0,0,8,1,7.57
957,25.75,119.62,4,28800.0,0.75,1.0,0.75,1.0,2.0,2.0,0.0,0.0,1705.65,3.49,2,3,3,3,16,4,0,1,8,1,9.39
927,25.44,135.41,2,25715.625,0.5255,0.8929374999999999,0.9212,1.0,3.0,2.0,0.0,0.0,1714.27,3.64,2,3,6,3,16,4,0,0,8,1,5.63
952,28.58,158.45,6,25715.625,0.751,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,1735.12,4.03,3,3,16,3,16,4,0,0,8,1,154.36
1050,34.62,155.96,2,25715.625,0.8416,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,1735.12,4.32,3,3,23,3,16,4,0,1,8,1,147.48
881,12.5,126.6,2,25715.625,0.3099,0.8929374999999999,0.3562,1.0,2.0,2.0,0.0,0.0,1735.12,4.82,3,3,11,4,16,4,0,0,8,1,135.41
1019,43.39,142.3,5,25779.0,0.8951,0.8951,1.0,1.0,5.0,5.0,0.0,0.0,1819.05,0.14,3,4,18,4,16,4,0,0,8,1,128.6
888,35.09,118.85,3,26898.0,0.934,0.934,1.0,1.0,3.0,3.0,0.0,0.0,1819.05,0.53,3,4,3,5,16,4,1,1,8,1,119.05
1050,16.58,131.25,4,28800.0,0.5746,1.0,0.5746,1.0,4.0,4.0,0.0,0.0,1819.05,0.87,3,4,11,5,16,4,1,0,8,1,110.91
862,12.06,107.75,4,28800.0,0.3595,1.0,0.3595,1.0,4.0,4.0,0.0,0.0,1819.05,1.03,3,4,15,5,16,4,1,0,8,1,107.03
1050,32.69,131.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1819.05,1.37,3,4,23,5,16,4,1,1,8,1,98.91
962,29.8,120.25,4,28800.0,0.9249,1.0,0.9249,1.0,4.0,4.0,0.0,0.0,1819.05,1.82,3,4,10,6,16,4,1,0,8,1,88.06
