recorded_hour,day_of_week,week_of_year,is_weekend,line_encoded,total_pass,pass_rate,downtime_rate,availability,performance,quality,downtime_count,total_output
22,4,18,0,1,4.0,0.004819277108433735,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,830.0
6,3,18,0,2,5.0,0.005149330587023687,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,971.0
14,3,18,0,2,6.0,0.006185567010309278,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,970.0
22,4,18,0,2,1.0,0.000970873786407767,0.10709635447710752,0.9660954545454546,0.7738732954545454,0.9695846590909092,3,1030.0
6,3,18,0,2,6.0,0.007926023778071334,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,757.0
14,3,18,0,2,6.0,0.008298755186721992,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,723.0
22,4,18,0,2,5.0,0.006648936170212766,0.10709635447710752,0.9691514450867053,0.6074329479768786,0.9537063583815028,1,752.0
6,3,18,0,2,5.0,0.005263157894736842,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,950.0
14,3,18,0,2,4.0,0.0038095238095238095,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1050.0
22,4,18,0,2,7.0,0.006666666666666667,0.09246528148651123,0.9592327485380115,0.7542111111111112,0.97113216374269,1,1050.0
6,3,18,0,3,3.0,0.004405286343612335,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,681.0
14,3,18,0,3,6.0,0.008645533141210375,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,694.0
22,4,18,0,3,3.0,0.0037220843672456576,0.04541666805744171,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,806.0
6,3,18,0,3,4.0,0.003992015968063872,0.0655902773141861,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,1002.0
14,3,18,0,3,5.0,0.004761904761904762,0.04458333179354668,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,1050.0
22,4,18,0,3,5.0,0.004761904761904762,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,1050.0
6,3,18,0,3,5.0,0.005382131324004306,0.10709635447710752,0.970548275862069,0.7340936781609195,0.969635632183908,1,929.0
14,3,18,0,3,6.0,0.007326007326007326,0.10709635447710752,0.9679265536723164,0.677564406779661,0.9646892655367232,1,819.0
22,4,18,0,3,4.0,0.004439511653718091,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,901.0
6,4,18,0,0,5.0,0.004761904761904762,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1050.0
14,4,18,0,0,6.0,0.006,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1000.0
22,5,18,1,0,4.0,0.0038095238095238095,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,1050.0
6,4,18,0,0,3.0,0.0041265474552957355,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,727.0
14,4,18,0,0,6.0,0.007371007371007371,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,814.0
22,5,18,1,0,2.0,0.002728512960436562,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,733.0
6,4,18,0,0,4.0,0.004136504653567736,0.09781250357627869,0.9711568965517242,0.7715344827586208,0.9542132183908044,2,967.0
14,4,18,0,0,4.0,0.004,0.10709635447710752,0.9698011363636364,0.75509375,0.9680863636363636,2,1000.0
22,5,18,1,0,4.0,0.004024144869215292,0.028437500819563866,0.9699949438202248,0.7404140449438202,0.9610904494382022,1,994.0
6,4,18,0,1,5.0,0.006024096385542169,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,830.0
14,4,18,0,1,6.0,0.006818181818181818,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,880.0
22,5,18,1,1,4.0,0.004750593824228029,0.057083334773778915,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,842.0
6,4,18,0,1,5.0,0.007183908045977011,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,696.0
14,4,18,0,1,5.0,0.005889281507656066,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,849.0
22,5,18,1,1,4.0,0.0045662100456621,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,876.0
6,4,18,0,1,5.0,0.004761904761904762,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1050.0
14,4,18,0,1,3.0,0.0034522439585730723,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,869.0
22,5,18,1,1,2.0,0.001953125,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1024.0
6,4,18,0,2,6.0,0.005714285714285714,0.10709635447710752,0.9684011363636364,0.7713215909090909,0.9683693181818182,3,1050.0
14,4,18,0,2,5.0,0.005931198102016607,0.07111111283302307,0.9675180790960451,0.7758463276836158,0.9586621468926554,3,843.0
22,5,18,1,2,6.0,0.005714285714285714,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1050.0
6,4,18,0,2,3.0,0.003605769230769231,0.10413194447755814,0.9734926553672316,0.6269056497175142,0.955367231638418,1,832.0
14,4,18,0,2,5.0,0.006666666666666667,0.10709635447710752,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,750.0
22,5,18,1,2,6.0,0.007444168734491315,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,806.0
6,4,18,0,2,6.0,0.006211180124223602,0.10709635447710752,0.9558448863636364,0.7807528409090909,0.977555681818182,1,966.0
14,4,18,0,2,3.0,0.0033482142857142855,0.059236109256744385,0.959408,0.7887599999999999,0.9514285714285714,1,896.0
22,5,18,1,2,5.0,0.004761904761904762,0.10709635447710752,0.9592327485380115,0.7542111111111112,0.97113216374269,1,1050.0
6,4,18,0,3,3.0,0.004285714285714286,0.04458333179354668,0.97625197740113,0.6071683615819209,0.9534841807909604,1,700.0
14,4,18,0,3,3.0,0.00395778364116095,0.029270833358168602,0.9750948863636364,0.5983465909090909,0.9623090909090908,1,758.0
22,5,18,1,3,7.0,0.009009009009009009,0.10709635447710752,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,777.0
6,4,18,0,3,3.0,0.0029296875,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1024.0
14,4,18,0,3,5.0,0.00510204081632653,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,980.0
22,5,18,1,3,3.0,0.003264417845484222,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,919.0
6,4,18,0,3,3.0,0.004132231404958678,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,726.0
14,4,18,0,3,3.0,0.0030959752321981426,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,969.0
22,5,18,1,3,5.0,0.005656108597285068,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,884.0
14,5,18,1,0,2.0,0.0021551724137931034,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,928.0
22,6,18,1,0,3.0,0.002857142857142857,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,1050.0
6,5,18,1,0,2.0,0.0027739251040221915,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,721.0
14,5,18,1,0,4.0,0.005479452054794521,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,730.0
22,6,18,1,0,5.0,0.0060901339829476245,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,821.0
6,5,18,1,0,5.0,0.005688282138794084,0.06180555373430252,0.9711568965517242,0.7715344827586208,0.9542132183908044,1,879.0
14,5,18,1,0,5.0,0.0053705692803437165,0.0425347238779068,0.9698011363636364,0.75509375,0.9680863636363636,1,931.0
22,6,18,1,0,0.0,0.0,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,1037.0
6,5,18,1,1,3.0,0.0041841004184100415,0.0407986119389534,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,717.0
22,6,18,1,1,1.0,0.0010775862068965517,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,928.0
6,5,18,1,1,1.0,0.0016129032258064516,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,620.0
14,5,18,1,1,3.0,0.004893964110929853,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,613.0
22,6,18,1,1,5.0,0.007122507122507123,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,702.0
6,5,18,1,1,3.0,0.002857142857142857,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1050.0
14,5,18,1,1,5.0,0.005793742757821553,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,863.0
22,6,18,1,1,5.0,0.005065856129685917,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,987.0
6,5,18,1,2,4.0,0.005095541401273885,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,785.0
14,5,18,1,2,6.0,0.006564551422319475,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,914.0
22,6,18,1,2,2.0,0.001937984496124031,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1032.0
6,5,18,1,2,4.0,0.005141388174807198,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,778.0
14,5,18,1,2,5.0,0.006793478260869565,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,736.0
22,6,18,1,2,2.0,0.002190580503833516,0.10709635447710752,0.9691514450867053,0.6074329479768786,0.9537063583815028,1,913.0
6,5,18,1,2,6.0,0.005714285714285714,0.10709635447710752,0.9558448863636364,0.7807528409090909,0.977555681818182,1,1050.0
14,5,18,1,2,6.0,0.005714285714285714,0.10709635447710752,0.959408,0.7887599999999999,0.9514285714285714,1,1050.0
22,6,18,1,2,1.0,0.0009910802775024777,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1009.0
6,5,18,1,3,6.0,0.009174311926605505,0.10709635447710752,0.97625197740113,0.6071683615819209,0.9534841807909604,1,654.0
14,5,18,1,3,2.0,0.002717391304347826,0.10709635447710752,0.9750948863636364,0.5983465909090909,0.9623090909090908,1,736.0
22,6,18,1,3,1.0,0.0014204545454545455,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,704.0
6,5,18,1,3,3.0,0.003329633740288568,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,901.0
14,5,18,1,3,2.0,0.0021436227224008574,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,933.0
22,6,18,1,3,1.0,0.0012578616352201257,0.03767361119389534,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,795.0
14,5,18,1,3,2.0,0.00228310502283105,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,876.0
22,6,18,1,3,6.0,0.005808325266214908,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,1033.0
6,6,18,1,0,6.0,0.006085192697768763,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,986.0
22,0,19,0,0,2.0,0.0022497187851518562,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,889.0
6,6,18,1,0,5.0,0.00715307582260372,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,699.0
14,6,18,1,0,2.0,0.0024449877750611247,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,818.0
22,0,19,0,0,3.0,0.004524886877828055,0.08493055403232574,0.960858757062147,0.6334305084745763,0.9482943502824858,1,663.0
6,6,18,1,0,4.0,0.004004004004004004,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,999.0
14,6,18,1,0,3.0,0.002857142857142857,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1050.0
22,0,19,0,0,3.0,0.003329633740288568,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,901.0
6,6,18,1,1,3.0,0.003036437246963563,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,988.0
14,6,18,1,1,6.0,0.007001166861143524,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,857.0
22,0,19,0,1,6.0,0.007263922518159807,0.039027776569128036,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,826.0
6,6,18,1,1,5.0,0.007246376811594203,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,690.0
14,6,18,1,1,3.0,0.0041841004184100415,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,717.0
6,6,18,1,1,2.0,0.0019646365422396855,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,1018.0
14,6,18,1,1,3.0,0.0031185031185031187,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,962.0
22,0,19,0,1,5.0,0.0049800796812749,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1004.0
6,6,18,1,2,2.0,0.0020554984583761563,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,973.0
14,6,18,1,2,6.0,0.006756756756756757,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,888.0
14,6,18,1,2,5.0,0.0066844919786096255,0.10709635447710752,0.9717162921348316,0.6548410112359551,0.9551494382022472,1,748.0
22,0,19,0,2,6.0,0.007537688442211055,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,796.0
6,6,18,1,2,5.0,0.004784688995215311,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,1045.0
14,6,18,1,2,4.0,0.0038095238095238095,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1050.0
6,6,18,1,3,5.0,0.005924170616113744,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,844.0
14,6,18,1,3,3.0,0.004172461752433936,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,719.0
22,0,19,0,3,1.0,0.001669449081803005,0.08093749731779099,0.9761469273743016,0.5908648044692737,0.9510592178770948,1,599.0
6,6,18,1,3,6.0,0.006185567010309278,0.04045138880610466,0.9577932203389832,0.7727412429378532,0.9548954802259888,1,970.0
14,6,18,1,3,4.0,0.00411522633744856,0.03677083179354668,0.9601118644067796,0.7691152542372881,0.9529186440677966,1,972.0
22,0,19,0,3,1.0,0.0009523809523809524,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,1050.0
6,6,18,1,3,5.0,0.005055611729019211,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,989.0
14,6,18,1,3,3.0,0.003009027081243731,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,997.0
22,0,19,0,3,4.0,0.005108556832694764,0.09361111372709274,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,783.0
6,0,19,0,0,6.0,0.005752636625119847,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1043.0
14,0,19,0,0,4.0,0.004678362573099415,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,855.0
22,1,19,0,0,7.0,0.006666666666666667,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,1050.0
6,0,19,0,0,3.0,0.004132231404958678,0.10709635447710752,0.9579948863636364,0.6420017045454546,0.9496204545454544,1,726.0
14,0,19,0,0,3.0,0.0045385779122541605,0.10709635447710752,0.9595845714285716,0.6536731428571428,0.9767611428571428,1,661.0
22,1,19,0,0,3.0,0.0037831021437578815,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,793.0
6,0,19,0,0,6.0,0.0062176165803108805,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,965.0
14,0,19,0,0,3.0,0.0033112582781456954,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,906.0
22,1,19,0,0,5.0,0.005488474204171241,0.0,0.9699949438202248,0.7404140449438202,0.9610904494382022,0,911.0
6,0,19,0,1,1.0,0.0010416666666666667,0.03576388955116272,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,960.0
14,0,19,0,1,6.0,0.007380073800738007,0.04906250163912773,0.970316384180791,0.7160909604519774,0.958379661016949,1,813.0
22,1,19,0,1,2.0,0.002531645569620253,0.0,0.9707780898876404,0.6486887640449438,0.9695876404494382,0,790.0
6,0,19,0,1,2.0,0.002844950213371266,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,703.0
14,0,19,0,1,5.0,0.006858710562414266,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,729.0
22,1,19,0,1,2.0,0.003189792663476874,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,627.0
6,0,19,0,1,2.0,0.0021691973969631237,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,922.0
14,0,19,0,1,2.0,0.0021390374331550803,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,935.0
22,1,19,0,1,1.0,0.0011806375442739079,0.10006944090127945,0.95955530726257,0.7858726256983241,0.97316312849162,1,847.0
6,0,19,0,2,5.0,0.006157635467980296,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,812.0
14,0,19,0,2,2.0,0.002152852529601722,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,929.0
22,1,19,0,2,3.0,0.0029013539651837525,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,1034.0
6,0,19,0,2,2.0,0.0025940337224383916,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,771.0
14,0,19,0,2,2.0,0.002600780234070221,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,769.0
22,1,19,0,2,3.0,0.004329004329004329,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,693.0
6,0,19,0,2,2.0,0.0019646365422396855,0.10709635447710752,0.9558448863636364,0.7807528409090909,0.977555681818182,2,1018.0
14,0,19,0,2,3.0,0.003161222339304531,0.10572917014360428,0.959408,0.7887599999999999,0.9514285714285714,2,949.0
22,1,19,0,2,5.0,0.00522466039707419,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,957.0
6,0,19,0,3,5.0,0.006657789613848202,0.10709635447710752,0.97625197740113,0.6071683615819209,0.9534841807909604,1,751.0
14,0,19,0,3,5.0,0.007575757575757576,0.08236110955476761,0.9750948863636364,0.5983465909090909,0.9623090909090908,1,660.0
22,1,19,0,3,6.0,0.00823045267489712,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,729.0
6,0,19,0,3,3.0,0.002857142857142857,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,1050.0
14,0,19,0,3,2.0,0.0019083969465648854,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,1048.0
22,1,19,0,3,5.0,0.005128205128205128,0.0,0.9582296511627908,0.8025308139534885,0.9455558139534884,0,975.0
6,0,19,0,3,2.0,0.002699055330634278,0.06357638537883759,0.970548275862069,0.7340936781609195,0.969635632183908,1,741.0
14,0,19,0,3,2.0,0.002336448598130841,0.08829861134290695,0.9679265536723164,0.677564406779661,0.9646892655367232,1,856.0
22,1,19,0,3,1.0,0.0012578616352201257,0.06666667014360428,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,795.0
6,1,19,0,0,6.0,0.006329113924050633,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,948.0
14,1,19,0,0,4.0,0.003988035892323031,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1003.0
22,2,19,0,0,3.0,0.002857142857142857,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,1050.0
6,1,19,0,0,2.0,0.003169572107765452,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,631.0
14,1,19,0,0,3.0,0.003973509933774834,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,755.0
22,2,19,0,0,2.0,0.0027624309392265192,0.0,0.960858757062147,0.6334305084745763,0.9482943502824858,0,724.0
6,1,19,0,0,4.0,0.004530011325028313,0.0,0.9711568965517242,0.7715344827586208,0.9542132183908044,0,883.0
14,1,19,0,0,6.0,0.005714285714285714,0.0,0.9698011363636364,0.75509375,0.9680863636363636,0,1050.0
22,2,19,0,0,4.0,0.005,0.08309027552604675,0.9699949438202248,0.7404140449438202,0.9610904494382022,2,800.0
6,1,19,0,1,5.0,0.006257822277847309,0.0,0.9694767045454546,0.7222562499999999,0.9522732954545454,0,799.0
14,1,19,0,1,4.0,0.004352557127312296,0.0,0.970316384180791,0.7160909604519774,0.958379661016949,0,919.0
22,2,19,0,1,5.0,0.0053475935828877,0.10709635447710752,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,935.0
6,1,19,0,1,3.0,0.0037593984962406013,0.0,0.9605514124293784,0.6269536723163842,0.9538604519774012,0,798.0
14,1,19,0,1,4.0,0.0061633281972265025,0.0,0.961474431818182,0.6564625000000001,0.9428977272727272,0,649.0
22,2,19,0,1,6.0,0.007471980074719801,0.08315972238779068,0.9596569832402236,0.6435245810055866,0.9638513966480448,1,803.0
6,1,19,0,1,1.0,0.001310615989515072,0.08312500268220901,0.965764,0.7633297142857142,0.9598091428571428,1,763.0
14,1,19,0,1,4.0,0.00398406374501992,0.08347222208976746,0.961093220338983,0.7580553672316385,0.9796604519774011,1,1004.0
22,2,19,0,1,5.0,0.004761904761904762,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1050.0
6,1,19,0,2,4.0,0.004223864836325237,0.0,0.9684011363636364,0.7713215909090909,0.9683693181818182,0,947.0
14,1,19,0,2,6.0,0.005714285714285714,0.0,0.9675180790960451,0.7758463276836158,0.9586621468926554,0,1050.0
22,2,19,0,2,6.0,0.005911330049261084,0.10709635447710752,0.9660954545454546,0.7738732954545454,0.9695846590909092,1,1015.0
6,1,19,0,2,5.0,0.006858710562414266,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,729.0
14,1,19,0,2,5.0,0.006613756613756613,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,756.0
22,2,19,0,2,7.0,0.008264462809917356,0.0,0.9691514450867053,0.6074329479768786,0.9537063583815028,0,847.0
6,1,19,0,2,6.0,0.005982053838484547,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,1003.0
14,1,19,0,2,4.0,0.0038095238095238095,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,1050.0
22,2,19,0,2,5.0,0.004761904761904762,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1050.0
6,1,19,0,3,5.0,0.006944444444444444,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,720.0
14,1,19,0,3,2.0,0.0029717682020802376,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,673.0
22,2,19,0,3,6.0,0.008174386920980926,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,734.0
6,1,19,0,3,4.0,0.004634994206257242,0.0,0.9577932203389832,0.7727412429378532,0.9548954802259888,0,863.0
14,1,19,0,3,5.0,0.004995004995004995,0.0,0.9601118644067796,0.7691152542372881,0.9529186440677966,0,1001.0
22,2,19,0,3,3.0,0.002857142857142857,0.10709635447710752,0.9582296511627908,0.8025308139534885,0.9455558139534884,2,1050.0
6,1,19,0,3,5.0,0.005780346820809248,0.06861110776662827,0.970548275862069,0.7340936781609195,0.969635632183908,1,865.0
14,1,19,0,3,3.0,0.0035629453681710215,0.04177083447575569,0.9679265536723164,0.677564406779661,0.9646892655367232,1,842.0
22,2,19,0,3,5.0,0.007022471910112359,0.0,0.9663485875706216,0.7424570621468926,0.9622666666666668,0,712.0
6,2,19,0,0,4.0,0.003992015968063872,0.0,0.9714869318181818,0.7811892045454545,0.9603221590909092,0,1002.0
14,2,19,0,0,3.0,0.002973240832507433,0.0,0.9732103448275864,0.7720936781609196,0.9673367816091952,0,1009.0
22,3,19,0,0,5.0,0.005319148936170213,0.0,0.9726114285714286,0.7704497142857143,0.9543937142857144,0,940.0
6,2,19,0,0,2.0,0.0028328611898017,0.0,0.9579948863636364,0.6420017045454546,0.9496204545454544,0,706.0
14,2,19,0,0,2.0,0.0027210884353741495,0.0,0.9595845714285716,0.6536731428571428,0.9767611428571428,0,735.0
22,3,19,0,0,3.0,0.00425531914893617,0.10709635447710752,0.960858757062147,0.6334305084745763,0.9482943502824858,2,705.0
6,2,19,0,0,3.0,0.003157894736842105,0.10709635447710752,0.9711568965517242,0.7715344827586208,0.9542132183908044,2,950.0
14,2,19,0,0,2.0,0.0020408163265306124,0.10709635447710752,0.9698011363636364,0.75509375,0.9680863636363636,2,980.0
22,3,19,0,0,3.0,0.0028735632183908046,0.007499999832361937,0.9699949438202248,0.7404140449438202,0.9610904494382022,1,1044.0
6,2,19,0,1,6.0,0.007202881152460984,0.10709635447710752,0.9694767045454546,0.7222562499999999,0.9522732954545454,1,833.0
14,2,19,0,1,5.0,0.005045408678102927,0.10709635447710752,0.970316384180791,0.7160909604519774,0.958379661016949,1,991.0
22,3,19,0,1,5.0,0.0054288816503800215,0.10709635447710752,0.9707780898876404,0.6486887640449438,0.9695876404494382,1,921.0
6,2,19,0,1,4.0,0.006589785831960461,0.10709635447710752,0.9605514124293784,0.6269536723163842,0.9538604519774012,1,607.0
14,2,19,0,1,2.0,0.002967359050445104,0.08722221851348877,0.961474431818182,0.6564625000000001,0.9428977272727272,1,674.0
22,3,19,0,1,1.0,0.0014619883040935672,0.0,0.9596569832402236,0.6435245810055866,0.9638513966480448,0,684.0
6,2,19,0,1,3.0,0.0035842293906810036,0.0,0.965764,0.7633297142857142,0.9598091428571428,0,837.0
14,2,19,0,1,6.0,0.005714285714285714,0.0,0.961093220338983,0.7580553672316385,0.9796604519774011,0,1050.0
22,3,19,0,1,2.0,0.0019305019305019305,0.0,0.95955530726257,0.7858726256983241,0.97316312849162,0,1036.0
6,2,19,0,2,3.0,0.002857142857142857,0.10709635447710752,0.9684011363636364,0.7713215909090909,0.9683693181818182,1,1050.0
14,2,19,0,2,4.0,0.0045351473922902496,0.10709635447710752,0.9675180790960451,0.7758463276836158,0.9586621468926554,1,882.0
22,3,19,0,2,5.0,0.005599104143337066,0.0,0.9660954545454546,0.7738732954545454,0.9695846590909092,0,893.0
6,2,19,0,2,2.0,0.0025157232704402514,0.0,0.9734926553672316,0.6269056497175142,0.955367231638418,0,795.0
14,2,19,0,2,2.0,0.003169572107765452,0.0,0.9717162921348316,0.6548410112359551,0.9551494382022472,0,631.0
22,3,19,0,2,3.0,0.003952569169960474,0.037812501192092896,0.9691514450867053,0.6074329479768786,0.9537063583815028,1,759.0
6,2,19,0,2,4.0,0.004008016032064128,0.0,0.9558448863636364,0.7807528409090909,0.977555681818182,0,998.0
14,2,19,0,2,4.0,0.004004004004004004,0.0,0.959408,0.7887599999999999,0.9514285714285714,0,999.0
22,3,19,0,2,4.0,0.003976143141153081,0.0,0.9592327485380115,0.7542111111111112,0.97113216374269,0,1006.0
6,2,19,0,3,4.0,0.00676818950930626,0.0,0.97625197740113,0.6071683615819209,0.9534841807909604,0,591.0
14,2,19,0,3,6.0,0.00881057268722467,0.0,0.9750948863636364,0.5983465909090909,0.9623090909090908,0,681.0
22,3,19,0,3,4.0,0.005578800557880056,0.0,0.9761469273743016,0.5908648044692737,0.9510592178770948,0,717.0
6,2,19,0,3,4.0,0.0043859649122807015,0.10709635447710752,0.9577932203389832,0.7727412429378532,0.9548954802259888,2,912.0
14,2,19,0,3,6.0,0.005714285714285714,0.10709635447710752,0.9601118644067796,0.7691152542372881,0.9529186440677966,2,1050.0
22,3,19,0,3,6.0,0.005911330049261084,0.10709635447710752,0.9582296511627908,0.8025308139534885,0.9455558139534884,1,1015.0
6,2,19,0,3,3.0,0.0030737704918032786,0.0,0.970548275862069,0.7340936781609195,0.969635632183908,0,976.0
14,2,19,0,3,5.0,0.006868131868131868,0.0,0.9679265536723164,0.677564406779661,0.9646892655367232,0,728.0
22,3,19,0,3,6.0,0.006256517205422315,0.06052083149552345,0.9663485875706216,0.7424570621468926,0.9622666666666668,1,959.0
