total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hours_to_next_failure_event,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,failure_binary,risk_level_encoded
623,28.82,94.05,2,25715.625,0.4891,0.8929374999999999,0.5907,1.0,2.0,2.0,0.0,0.0,2348.12,12.55,3,2,2.62,7,2,20,5,0,0,1,1,1,1
735,11.78,114.18,5,25715.625,0.2368,0.8929374999999999,0.2943,1.0,5.0,5.0,0.0,0.0,2356.62,12.87,4,2,38.85,14,2,20,5,0,0,1,1,0,0
718,17.73,120.11,2,25715.625,0.3401,0.8929374999999999,0.4551,1.0,3.0,3.0,0.0,0.0,2388.63,0.13,3,3,29.0,0,3,20,5,0,1,1,1,0,0
617,40.66,77.12,4,28800.0,0.7475,1.0,0.7475,1.0,4.0,4.0,0.0,0.0,2388.63,0.39,3,3,22.67,6,3,20,5,0,0,1,1,1,3
744,20.49,93.0,6,28800.0,0.4583,1.0,0.4583,1.0,6.0,6.0,0.0,0.0,2388.63,0.95,3,3,9.18,20,3,20,5,0,0,1,1,1,3
793,15.62,99.12,3,28800.0,0.3896,1.0,0.3896,1.0,2.0,2.0,0.0,0.0,2388.63,1.26,2,3,1.88,3,4,20,5,0,1,1,1,1,3
664,32.11,100.21,4,25715.625,0.6078,0.8929374999999999,0.7338,1.0,4.0,4.0,0.0,0.0,2402.01,1.45,3,3,11.69,8,4,20,5,0,0,1,1,1,3
700,47.21,107.69,6,25715.625,0.8125,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2402.01,1.74,3,3,4.73,15,4,20,5,0,0,1,1,1,3
766,24.67,103.3,2,26695.0,0.6388,0.9269,0.6892,1.0,5.0,5.0,0.0,0.0,2445.29,2.14,4,3,40.64,0,5,20,5,1,1,1,1,0,0
857,34.54,107.12,3,28800.0,0.6061,1.0,0.8082,1.0,4.0,3.0,0.0,0.0,2445.29,2.42,4,3,33.96,7,5,20,5,1,0,1,1,0,0
772,10.86,96.5,2,28800.0,0.2737,1.0,0.2737,1.0,2.0,2.0,0.0,0.0,2445.29,2.79,4,3,25.04,16,5,20,5,1,0,1,1,0,0
818,42.44,102.25,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2445.29,3.05,4,2,18.73,22,5,20,5,1,1,1,1,1,2
595,30.08,88.91,5,25715.625,0.5359,0.8929374999999999,0.6407,1.0,5.0,5.0,0.0,0.0,2445.29,3.51,4,2,7.86,9,6,20,5,1,0,1,1,1,2
782,34.21,114.43,6,25715.625,0.7247,0.8929374999999999,0.8484,1.0,6.0,6.0,0.0,0.0,2445.29,3.81,4,2,0.56,16,6,20,5,1,0,1,1,1,2
690,10.58,99.21,3,25715.625,0.2362,0.8929374999999999,0.2717,1.0,3.0,3.0,0.0,0.0,2531.5,4.04,5,2,147.15,22,6,20,5,1,1,1,1,0,0
880,39.0,110.0,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2531.5,4.62,5,2,133.12,12,0,21,5,0,0,1,1,0,0
768,31.41,96.0,4,28800.0,0.6931,1.0,0.6931,1.0,4.0,4.0,0.0,0.0,2531.5,4.88,5,2,127.02,18,0,21,5,0,0,1,1,0,0
651,16.07,81.38,2,28800.0,0.2954,1.0,0.2954,1.0,4.0,3.0,0.0,0.0,2531.5,5.23,5,2,118.68,2,1,21,5,0,1,1,1,0,0
728,37.08,91.0,3,28800.0,0.797,1.0,0.797,1.0,3.0,3.0,0.0,0.0,2531.5,5.35,5,2,115.58,6,1,21,5,0,0,1,1,0,0
738,22.29,92.25,6,28800.0,0.4843,1.0,0.4843,1.0,6.0,6.0,0.0,0.0,2531.5,5.73,5,2,106.68,14,1,21,5,0,0,1,1,0,0
737,19.08,92.12,3,28800.0,0.299,1.0,0.3987,1.0,4.0,3.0,0.0,0.0,2531.5,6.04,5,2,99.08,22,1,21,5,0,1,1,1,0,0
702,37.43,87.75,2,28800.0,0.6971,1.0,0.6971,1.0,2.0,2.0,0.0,0.0,2531.5,6.5,4,2,88.05,9,2,21,5,0,0,1,1,0,0
890,50.71,111.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2531.5,6.94,3,2,77.47,20,2,21,5,0,0,1,1,0,0
793,36.61,99.12,1,28800.0,0.9472,1.0,0.9472,1.0,6.0,6.0,0.0,0.0,2531.5,7.31,3,2,68.75,4,3,21,5,0,1,1,1,0,0
723,37.9,92.24,5,28217.0,0.9382,0.9798,0.9575,1.0,5.0,5.0,0.0,0.0,2531.5,7.45,3,2,65.32,8,3,21,5,0,0,1,1,0,0
712,41.29,92.84,4,27608.0,0.9586,0.9586,1.0,1.0,4.0,4.0,0.0,0.0,2558.13,7.76,3,2,57.77,15,3,21,5,0,0,1,1,0,0
640,42.43,83.85,6,27478.0,0.7858,0.9541,0.8236,1.0,6.0,6.0,0.0,0.0,2558.13,8.33,3,2,44.28,5,4,21,5,0,1,1,1,0,0
820,13.5,114.53,2,25774.0,0.379,0.8949,0.4235,1.0,2.0,2.0,0.0,0.0,2558.13,8.56,2,2,38.77,10,4,21,5,0,0,1,1,0,0
704,36.18,94.13,5,26925.0,0.7116,0.9349,0.7611,1.0,5.0,5.0,0.0,0.0,2558.13,8.77,2,3,33.53,16,4,21,5,0,0,1,1,0,0
890,20.44,118.27,6,27091.0,0.4852,0.9407,0.5158,1.0,6.0,6.0,0.0,0.0,2589.78,0.39,1,3,22.38,3,5,21,5,1,1,1,1,1,3
769,42.84,96.12,2,28800.0,0.8916,1.0,0.8916,1.0,2.0,2.0,0.0,0.0,2589.78,0.73,1,3,14.15,11,5,21,5,1,0,1,1,1,3
723,14.85,90.38,1,28800.0,0.1679,1.0,0.3359,1.0,2.0,1.0,0.0,0.0,2589.78,1.04,1,3,6.68,18,5,21,5,1,0,1,1,1,3
763,28.65,95.38,6,28800.0,0.6295,1.0,0.6295,1.0,3.0,3.0,0.0,0.0,2589.78,1.35,2,3,17.11,2,6,21,5,1,1,1,1,1,1
710,29.06,163.75,2,25715.625,0.542,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,2594.01,1.81,2,4,6.19,13,6,21,5,1,0,1,1,1,1
782,12.25,172.19,3,25715.625,0.2672,0.8929374999999999,0.4707,1.0,6.0,6.0,0.0,0.0,2615.53,0.65,2,4,7.16,5,0,22,5,0,1,1,1,1,3
855,23.08,119.23,3,25816.0,0.4199,0.8964,0.6246,1.0,4.0,3.0,0.0,0.0,2615.53,0.93,2,4,0.34,11,0,22,5,0,0,1,1,1,3
714,14.58,103.65,5,25715.625,0.3057,0.8929374999999999,0.355,1.0,5.0,5.0,0.0,0.0,2678.92,1.24,3,4,69.18,19,0,22,5,0,0,1,1,0,0
669,40.94,102.78,6,25715.625,0.7758,0.8929374999999999,0.9536,1.0,3.0,3.0,0.0,0.0,2678.92,1.6,3,4,60.51,4,1,22,5,0,1,1,1,0,0
737,34.59,92.12,3,28800.0,0.7976,1.0,0.7976,1.0,3.0,3.0,0.0,0.0,2678.92,1.99,3,4,51.28,13,1,22,5,0,0,1,1,0,0
792,18.67,99.0,5,28800.0,0.4606,1.0,0.4606,1.0,5.0,5.0,0.0,0.0,2678.92,2.11,3,4,48.43,16,1,22,5,0,0,1,1,0,0
796,36.07,99.5,3,28800.0,0.7678,1.0,0.7678,1.0,3.0,3.0,0.0,0.0,2678.92,2.5,3,4,38.98,1,2,22,5,0,1,1,1,0,0
783,31.96,97.88,2,28800.0,0.6623,1.0,0.6623,1.0,2.0,2.0,0.0,0.0,2678.92,2.78,3,4,32.31,8,2,22,5,0,0,1,1,0,0
710,31.13,88.75,3,28800.0,0.4689,1.0,0.6252,1.0,4.0,3.0,0.0,0.0,2678.92,3.16,3,4,23.16,17,2,22,5,0,0,1,1,1,2
665,33.66,83.12,3,28800.0,0.7059,1.0,0.7059,1.0,4.0,4.0,0.0,0.0,2678.92,3.6,3,4,12.66,3,3,22,5,0,1,1,1,1,2
692,20.58,104.63,3,25715.625,0.47,0.8929374999999999,0.5685,1.0,3.0,3.0,0.0,0.0,2684.34,0.07,3,5,3.71,12,3,22,5,0,0,1,1,1,2
711,40.68,117.1,3,25715.625,0.5693,0.8929374999999999,1.0,1.0,4.0,3.0,0.0,0.0,2702.26,0.36,4,5,15.2,19,3,22,5,0,0,1,1,1,2
732,27.73,127.99,4,25715.625,0.5483,0.8929374999999999,0.7669,1.0,3.0,2.0,0.0,0.0,2702.26,0.67,4,5,7.76,3,4,22,5,0,1,1,1,1,2
705,30.03,97.4,6,26058.0,0.6762,0.9048,0.7473,1.0,6.0,6.0,0.0,0.0,2702.26,0.99,4,5,0.18,10,4,22,5,0,0,1,1,1,2
794,44.64,114.23,6,25715.625,0.8689,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,2715.94,1.28,6,5,343.79,17,4,22,5,0,0,1,1,0,0
711,39.83,101.58,2,25715.625,0.5219,0.8929374999999999,0.8948,1.0,3.0,3.0,0.0,0.0,2715.94,1.55,6,5,337.21,0,5,22,5,1,1,1,1,0,0
715,33.75,103.85,4,25715.625,0.539,0.8929374999999999,0.7829,1.0,5.0,4.0,0.0,0.0,2875.2,0.18,6,6,325.22,12,5,22,5,1,0,1,1,0,0
745,13.42,123.45,6,25715.625,0.2804,0.8929374999999999,0.3717,1.0,6.0,6.0,0.0,0.0,2875.2,0.34,6,5,321.32,16,5,22,5,1,0,1,1,0,0
715,27.2,115.76,3,25715.625,0.6321,0.8929374999999999,0.8187,1.0,1.0,1.0,0.0,0.0,2875.2,0.88,5,5,308.42,5,6,22,5,1,1,1,1,0,0
797,25.24,99.62,2,28800.0,0.6409,1.0,0.6409,1.0,2.0,2.0,0.0,0.0,2875.2,1.19,5,5,300.87,12,6,22,5,1,0,1,1,0,0
736,39.56,92.0,4,28800.0,0.7033,1.0,0.8791,1.0,5.0,4.0,0.0,0.0,2875.2,1.36,5,5,296.94,16,6,22,5,1,0,1,1,0,0
761,12.85,95.12,1,28800.0,0.2568,1.0,0.2568,1.0,1.0,1.0,0.0,0.0,2875.2,1.63,4,5,290.44,23,6,22,5,1,1,1,1,0,0
713,27.45,89.12,4,28800.0,0.611,1.0,0.611,1.0,4.0,4.0,0.0,0.0,2875.2,2.16,4,5,277.69,11,0,23,6,0,0,1,1,0,0
860,36.99,107.5,4,28800.0,0.9983,1.0,0.9983,1.0,4.0,4.0,0.0,0.0,2875.2,2.28,3,5,274.82,14,0,23,6,0,0,1,1,0,0
758,23.17,94.75,5,28800.0,0.4709,1.0,0.4709,1.0,3.0,3.0,0.0,0.0,2875.2,2.78,3,5,262.86,2,1,23,6,0,1,1,1,0,0
561,14.08,70.12,3,28800.0,0.2384,1.0,0.2384,1.0,3.0,3.0,0.0,0.0,2875.2,3.24,3,5,251.71,13,1,23,6,0,0,1,1,0,0
768,25.96,96.0,2,28800.0,0.5501,1.0,0.5501,1.0,2.0,2.0,0.0,0.0,2875.2,3.51,3,5,245.37,20,1,23,6,0,0,1,1,0,0
853,40.47,106.62,3,28800.0,1.0,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2875.2,3.91,3,5,235.77,5,2,23,6,0,1,1,1,0,0
854,9.73,106.75,2,28800.0,0.2509,1.0,0.2509,1.0,2.0,2.0,0.0,0.0,2875.2,4.21,3,5,228.42,13,2,23,6,0,0,1,1,0,0
660,30.41,82.5,2,28800.0,0.6932,1.0,0.6932,1.0,2.0,2.0,0.0,0.0,2875.2,4.26,3,5,227.29,14,2,23,6,0,0,1,1,0,0
825,37.88,103.12,3,28800.0,0.6851,1.0,0.9135,1.0,4.0,3.0,0.0,0.0,2875.2,4.64,3,5,218.24,23,2,23,6,0,1,1,1,0,0
601,31.01,75.12,5,28800.0,0.6377,1.0,0.6377,1.0,5.0,5.0,0.0,0.0,2875.2,5.0,3,5,209.66,7,3,23,6,0,0,1,1,0,0
681,34.49,85.12,2,28800.0,0.768,1.0,0.768,1.0,2.0,2.0,0.0,0.0,2875.2,5.37,2,5,200.66,16,3,23,6,0,0,1,1,0,0
664,30.15,83.0,3,28800.0,0.5208,1.0,0.5208,1.0,5.0,5.0,0.0,0.0,2875.2,5.72,2,5,192.21,1,4,23,6,0,1,1,1,0,0
760,47.61,120.63,2,25715.625,0.7875,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,2875.2,6.07,2,5,183.94,9,4,23,6,0,0,1,1,0,0
795,24.75,114.24,2,25715.625,0.4485,0.8929374999999999,0.7734,1.0,3.0,2.0,0.0,0.0,2875.2,6.3,0,5,178.39,15,4,23,6,0,0,1,1,0,0
662,43.55,94.25,5,25715.625,0.7917,0.8929374999999999,0.9017,1.0,2.0,2.0,0.0,0.0,2875.2,6.67,0,6,169.49,0,5,23,6,1,1,1,1,0,0
681,33.46,85.12,6,28800.0,0.6876,1.0,0.6876,1.0,6.0,6.0,0.0,0.0,2916.24,0.11,0,6,163.26,6,5,23,6,1,0,1,1,0,0
811,25.61,101.38,5,28800.0,0.6389,1.0,0.6389,1.0,5.0,5.0,0.0,0.0,2916.24,0.66,0,6,150.09,19,5,23,6,1,0,1,1,0,0
779,17.93,97.38,2,28800.0,0.4225,1.0,0.4225,1.0,5.0,5.0,0.0,0.0,2916.24,0.92,0,6,143.77,1,6,23,6,1,1,1,1,0,0
719,34.34,94.69,5,27336.0,0.8244,0.9492,0.8685,1.0,5.0,5.0,0.0,0.0,2916.24,1.22,0,6,136.56,8,6,23,6,1,0,1,1,0,0
642,21.77,82.67,6,27957.0,0.4149,0.9707,0.4274,1.0,6.0,6.0,0.0,0.0,2916.24,1.52,0,6,129.31,16,6,23,6,1,0,1,1,0,0
721,14.42,95.28,5,27241.0,0.2939,0.9459,0.3107,1.0,4.0,4.0,0.0,0.0,2933.19,0.15,0,7,120.14,1,0,24,6,0,1,1,1,0,0
729,36.28,95.63,6,27442.0,0.7984,0.9528,0.8379,1.0,6.0,6.0,0.0,0.0,2933.19,0.64,0,7,108.39,13,0,24,6,0,0,1,1,0,0
648,12.25,84.91,3,27475.0,0.2412,0.954,0.2528,1.0,3.0,3.0,0.0,0.0,2981.24,0.15,0,8,102.47,19,0,24,6,0,0,1,1,0,0
718,23.55,92.3,4,28004.0,0.52,0.9724,0.5348,1.0,3.0,3.0,0.0,0.0,2981.24,0.45,0,8,95.22,2,1,24,6,0,1,1,1,0,0
582,35.9,72.75,4,28800.0,0.6404,1.0,0.6404,1.0,4.0,4.0,0.0,0.0,2981.24,0.69,0,8,89.62,7,1,24,6,0,0,1,1,0,0
673,46.29,84.12,3,28800.0,0.9181,1.0,0.9181,1.0,3.0,3.0,0.0,0.0,2981.24,1.23,0,8,76.59,20,1,24,6,0,0,1,1,0,0
713,32.74,89.12,3,28800.0,0.7078,1.0,0.7078,1.0,3.0,3.0,0.0,0.0,2981.24,1.31,0,8,74.62,22,1,24,6,0,1,1,1,0,0
808,26.42,106.27,3,27372.0,0.5723,0.9504,0.6022,1.0,3.0,3.0,0.0,0.0,2981.24,1.64,0,8,66.72,6,2,24,6,0,0,1,1,0,0
641,31.42,85.93,4,26853.0,0.6632,0.9324,0.7113,1.0,4.0,4.0,0.0,0.0,3037.57,0.04,0,9,55.32,18,2,24,6,0,0,1,1,0,0
756,20.84,100.64,7,27043.0,0.5455,0.939,0.5809,1.0,7.0,7.0,0.0,0.0,3037.57,0.21,0,9,51.29,22,2,24,6,0,1,1,1,0,0
589,36.59,73.62,2,28800.0,0.718,1.0,0.718,1.0,2.0,2.0,0.0,0.0,3037.57,0.76,0,9,38.06,11,3,24,6,0,0,1,1,0,0
645,25.54,80.62,1,28800.0,0.2298,1.0,0.4596,1.0,2.0,1.0,0.0,0.0,3037.57,0.96,0,9,33.24,16,3,24,6,0,0,1,1,0,0
828,38.97,103.5,4,28800.0,0.8976,1.0,0.8976,1.0,3.0,3.0,0.0,0.0,3037.57,1.5,0,9,20.29,5,4,24,6,0,1,1,1,1,3
707,38.74,88.38,3,28800.0,0.722,1.0,0.722,1.0,3.0,3.0,0.0,0.0,3037.57,1.61,0,9,17.74,7,4,24,6,0,0,1,1,1,3
696,46.53,87.0,2,28800.0,0.6039,1.0,0.9058,1.0,3.0,2.0,0.0,0.0,3037.57,2.01,0,9,8.07,17,4,24,6,0,0,1,1,1,3
616,46.16,77.0,3,28800.0,0.7424,1.0,0.7424,1.0,3.0,3.0,0.0,0.0,3037.57,2.32,0,8,0.61,0,5,24,6,1,1,1,1,1,3
702,22.25,90.54,5,27914.0,0.4799,0.9692,0.4952,1.0,5.0,5.0,0.0,0.0,3061.02,2.76,1,8,14.82,11,5,24,6,1,0,1,1,1,1
762,27.64,102.04,4,26884.0,0.6253,0.9335,0.6698,1.0,4.0,4.0,0.0,0.0,3061.02,2.88,1,8,11.96,14,5,24,6,1,0,1,1,1,1
700,13.98,92.41,3,27271.0,0.2763,0.9469,0.2918,1.0,4.0,4.0,0.0,0.0,3061.02,3.47,2,8,87.04,4,6,24,6,1,1,1,1,0,0
790,34.21,104.77,4,27145.0,0.7727,0.9425,0.8198,1.0,4.0,4.0,0.0,0.0,3147.48,3.77,2,8,79.79,11,6,24,6,1,0,1,1,0,0
691,25.53,99.78,4,25715.625,0.6126,0.8929374999999999,0.7076,1.0,4.0,4.0,0.0,0.0,3147.48,4.35,2,8,65.82,1,0,25,6,0,1,1,1,0,0
653,27.92,81.62,2,28800.0,0.5387,1.0,0.5387,1.0,2.0,2.0,0.0,0.0,3147.48,4.64,2,8,58.9,8,0,25,6,0,0,1,1,0,0
660,10.61,82.5,3,28800.0,0.1934,1.0,0.1934,1.0,3.0,3.0,0.0,0.0,3147.48,4.93,2,8,52.05,15,0,25,6,0,0,1,1,0,0
659,46.52,82.38,4,28800.0,0.8288,1.0,0.8288,1.0,2.0,1.0,0.0,0.0,3147.48,5.46,2,8,39.25,4,1,25,6,0,1,1,1,0,0
606,20.83,75.75,6,28800.0,0.3968,1.0,0.3968,1.0,6.0,6.0,0.0,0.0,3147.48,5.79,2,8,31.29,12,1,25,6,0,0,1,1,0,0
769,42.6,96.12,6,28800.0,0.9578,1.0,0.9578,1.0,6.0,6.0,0.0,0.0,3147.48,5.88,2,8,29.25,14,1,25,6,0,0,1,1,0,0
829,50.2,103.62,1,28800.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,3147.48,6.27,2,8,19.72,23,1,25,6,0,1,1,1,1,1
784,35.67,104.7,3,26956.0,0.8115,0.936,0.867,1.0,3.0,3.0,0.0,0.0,3147.48,6.57,2,8,12.55,6,2,25,6,0,0,1,1,1,1
655,27.34,87.26,4,27024.0,0.4181,0.9383,0.557,1.0,5.0,4.0,0.0,0.0,3147.48,6.95,2,8,3.4,16,2,25,6,0,0,1,1,1,1
793,33.77,105.76,5,26994.0,0.8853,0.9373,0.9445,1.0,1.0,1.0,0.0,0.0,3176.07,7.43,3,8,21.7,3,3,25,6,0,1,1,1,1,3
740,40.6,92.5,4,28800.0,0.8572,1.0,0.8572,1.0,4.0,4.0,0.0,0.0,3176.07,7.65,3,8,16.5,8,3,25,6,0,0,1,1,1,3
630,10.97,78.75,4,28800.0,0.1559,1.0,0.1949,1.0,5.0,4.0,0.0,0.0,3176.07,8.17,3,8,3.91,21,3,25,6,0,0,1,1,1,3
649,26.61,81.12,1,28800.0,0.4505,1.0,0.4505,1.0,5.0,5.0,0.0,0.0,3176.07,8.47,4,8,58.18,4,4,25,6,0,1,1,1,0,0
623,41.69,77.88,3,28800.0,0.7906,1.0,0.7906,1.0,3.0,3.0,0.0,0.0,3232.52,8.62,4,8,54.44,8,4,25,6,0,0,1,1,0,0
655,17.8,81.88,6,28800.0,0.3,1.0,0.3,1.0,6.0,6.0,0.0,0.0,3232.52,8.92,4,8,47.36,15,4,25,6,0,0,1,1,0,0
866,35.05,108.25,5,28800.0,0.8813,1.0,0.8813,1.0,5.0,5.0,0.0,0.0,3232.52,9.34,4,8,37.28,1,5,25,6,1,1,1,1,0,0
660,37.26,82.5,3,28800.0,0.7109,1.0,0.7109,1.0,3.0,3.0,0.0,0.0,3232.52,9.59,3,8,31.24,7,5,25,6,1,0,1,1,0,0
824,29.42,103.0,2,28800.0,0.6529,1.0,0.6529,1.0,2.0,2.0,0.0,0.0,3232.52,9.97,3,8,22.18,16,5,25,6,1,0,1,1,1,2
758,43.55,94.75,5,28800.0,0.887,1.0,0.887,1.0,5.0,5.0,0.0,0.0,3232.52,10.45,2,8,10.63,4,6,25,6,1,1,1,1,1,2
703,36.24,102.78,2,25715.625,0.6674,0.8929374999999999,0.7806,1.0,2.0,2.0,0.0,0.0,3232.52,10.83,2,8,1.56,13,6,25,6,1,0,1,1,1,2
799,46.45,116.73,4,25715.625,0.5704,0.8929374999999999,1.0,1.0,6.0,4.0,0.0,0.0,3243.98,11.01,3,7,130.47,17,6,25,6,1,0,1,1,0,0
684,49.41,98.82,5,25715.625,0.8652,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,3243.98,11.42,3,7,120.52,3,0,26,6,0,1,1,1,0,0
628,22.41,80.54,5,28071.0,0.4376,0.9747,0.449,1.0,5.0,5.0,0.0,0.0,3362.76,11.67,4,7,114.43,9,0,26,6,0,0,1,1,0,0
849,34.7,108.77,5,28099.0,0.9599,0.9757,0.9838,1.0,5.0,5.0,0.0,0.0,3362.76,11.97,4,7,107.28,16,0,26,6,0,0,1,1,0,0
659,9.99,85.1,6,27877.0,0.186,0.968,0.1922,1.0,6.0,6.0,0.0,0.0,3362.76,12.34,4,7,98.43,1,1,26,6,0,1,1,1,0,0
664,45.72,83.0,6,28800.0,0.916,1.0,0.916,1.0,6.0,6.0,0.0,0.0,3362.76,12.76,4,6,88.33,11,1,26,6,0,0,1,1,0,0
870,34.76,108.75,6,28800.0,0.9356,1.0,0.9356,1.0,6.0,6.0,0.0,0.0,3362.76,13.08,4,6,80.62,19,1,26,6,0,0,1,1,0,0
788,30.69,98.5,6,28800.0,0.8011,1.0,0.8011,1.0,5.0,5.0,0.0,0.0,3362.76,13.37,4,6,73.8,1,2,26,6,0,1,1,1,0,0
702,12.46,87.75,3,28800.0,0.2257,1.0,0.2257,1.0,3.0,3.0,0.0,0.0,3362.76,13.69,4,6,65.98,9,2,26,6,0,0,1,1,0,0
695,21.92,86.88,3,28800.0,0.3234,1.0,0.4312,1.0,4.0,3.0,0.0,0.0,3362.76,14.0,4,6,58.6,17,2,26,6,0,0,1,1,0,0
659,15.51,82.38,5,28800.0,0.2867,1.0,0.2867,1.0,5.0,5.0,0.0,0.0,3362.76,14.21,3,6,53.43,22,2,26,6,0,1,1,1,0,0
699,42.09,87.38,4,28800.0,0.8471,1.0,0.8471,1.0,4.0,4.0,0.0,0.0,3362.76,14.58,3,6,44.58,7,3,26,6,0,0,1,1,0,0
890,30.02,111.25,3,28800.0,0.8149,1.0,0.8149,1.0,3.0,3.0,0.0,0.0,3362.76,14.97,3,6,35.27,16,3,26,6,0,0,1,1,0,0
675,21.13,84.38,3,28800.0,0.469,1.0,0.469,1.0,4.0,4.0,0.0,0.0,3362.76,15.39,2,6,25.12,2,4,26,6,0,1,1,1,0,0
768,30.12,96.0,4,28800.0,0.6394,1.0,0.7992,1.0,5.0,4.0,0.0,0.0,3362.76,15.66,2,6,18.73,9,4,26,6,0,0,1,1,1,2
686,36.95,85.75,1,28800.0,0.4216,1.0,0.8432,1.0,2.0,1.0,0.0,0.0,3362.76,16.09,2,6,8.52,19,4,26,6,0,0,1,1,1,2
690,40.08,86.25,4,28800.0,0.944,1.0,0.944,1.0,4.0,3.0,0.0,0.0,3362.76,16.47,3,6,9.45,4,5,26,6,1,1,1,1,1,2
770,12.51,140.52,4,25715.625,0.289,0.8929374999999999,0.4219,1.0,4.0,4.0,0.0,0.0,3367.88,16.66,3,5,4.94,9,5,26,6,1,0,1,1,1,2
768,12.38,127.36,2,25715.625,0.2733,0.8929374999999999,0.3626,1.0,2.0,2.0,0.0,0.0,3378.01,17.15,4,5,3.5,20,5,26,6,1,0,1,1,1,3
667,26.2,107.11,3,25715.625,0.3895,0.8929374999999999,0.6671,1.0,3.0,3.0,0.0,0.0,3381.13,17.46,5,5,140.72,4,6,26,6,1,1,1,1,0,0
645,30.43,96.98,6,25715.625,0.5247,0.8929374999999999,0.6312,1.0,6.0,6.0,0.0,0.0,3381.13,17.63,5,6,136.53,8,6,26,6,1,0,1,1,0,0
826,20.51,129.43,3,25715.625,0.4881,0.8929374999999999,0.6119,1.0,3.0,3.0,0.0,0.0,3508.78,0.31,4,6,127.13,17,6,26,6,1,0,1,1,0,0
587,26.95,81.96,3,25782.0,0.5381,0.8952,0.6011,1.0,3.0,3.0,0.0,0.0,3508.78,0.55,4,6,121.37,23,6,26,6,1,1,1,1,0,0
671,22.69,83.88,3,28800.0,0.4371,1.0,0.4371,1.0,3.0,3.0,0.0,0.0,3508.78,0.93,3,5,112.43,8,0,27,6,0,0,1,1,0,0
856,44.61,107.0,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,3508.78,1.26,3,5,104.35,16,0,27,6,0,0,1,1,0,0
667,42.56,83.38,6,28800.0,0.7772,1.0,0.7772,1.0,6.0,6.0,0.0,0.0,3508.78,1.5,3,5,98.67,22,0,27,6,0,1,1,1,0,0
645,16.34,80.62,5,28800.0,0.2741,1.0,0.2741,1.0,5.0,5.0,0.0,0.0,3508.78,2.02,3,5,86.07,10,1,27,6,0,0,1,1,0,0
879,37.6,109.88,4,28800.0,0.9654,1.0,0.9654,1.0,4.0,4.0,0.0,0.0,3508.78,2.34,3,5,78.37,18,1,27,6,0,0,1,1,0,0
770,28.36,96.25,2,28800.0,0.5772,1.0,0.5772,1.0,2.0,2.0,0.0,0.0,3508.78,2.71,3,5,69.68,3,2,27,7,0,1,1,1,0,0
612,44.56,76.5,5,28800.0,0.7448,1.0,0.7448,1.0,5.0,5.0,0.0,0.0,3508.78,3.02,3,5,62.18,10,2,27,7,0,0,1,1,0,0
753,35.87,94.12,5,28800.0,0.6246,1.0,0.7496,1.0,6.0,5.0,0.0,0.0,3508.78,3.35,3,5,54.33,18,2,27,7,0,0,1,1,0,0
755,29.23,94.38,2,28800.0,0.578,1.0,0.578,1.0,3.0,3.0,0.0,0.0,3508.78,3.58,3,5,48.62,0,3,27,7,0,1,1,1,0,0
651,31.1,81.38,3,28800.0,0.6453,1.0,0.6453,1.0,3.0,3.0,0.0,0.0,3508.78,3.98,3,5,39.18,9,3,27,7,0,0,1,1,0,0
744,19.5,93.0,2,28800.0,0.4919,1.0,0.4919,1.0,2.0,2.0,0.0,0.0,3508.78,4.22,3,5,33.47,15,3,27,7,0,0,1,1,0,0
528,35.94,66.0,3,28800.0,0.6052,1.0,0.6052,1.0,5.0,4.0,0.0,0.0,3508.78,4.74,3,5,20.98,3,4,27,7,0,1,1,1,1,3
719,13.9,95.71,4,27044.0,0.3108,0.939,0.331,1.0,4.0,4.0,0.0,0.0,3508.78,4.86,3,5,18.05,6,4,27,7,0,0,1,1,1,3
667,45.01,90.44,6,26551.0,0.793,0.9219,0.8602,1.0,6.0,6.0,0.0,0.0,3508.78,5.32,3,5,7.05,17,4,27,7,0,0,1,1,1,3
633,9.14,82.69,4,27559.0,0.1588,0.9569,0.2074,1.0,5.0,4.0,0.0,0.0,3514.41,5.52,4,5,2.13,22,4,27,7,0,1,1,1,1,3
782,35.78,130.79,3,25715.625,0.7474,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,3526.15,0.15,4,6,5.43,9,5,27,7,1,0,1,1,1,3
