total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,risk_level_encoded
930,27.68,116.25,6,28800.0,0.753,1.0,0.753,1.0,6.0,6.0,0.0,0.0,468.78,5.97,1,2,18,3,8,2,0,0,3,2,0
1050,18.06,131.25,3,28800.0,0.5695,1.0,0.5695,1.0,6.0,6.0,0.0,0.0,468.78,6.42,1,2,5,4,8,2,0,1,3,2,0
990,32.4,123.75,5,28800.0,0.7829,1.0,0.9395,1.0,6.0,5.0,0.0,0.0,468.78,6.51,1,2,7,4,8,2,0,0,3,2,0
852,19.85,106.5,4,28800.0,0.4186,1.0,0.5233,1.0,5.0,4.0,0.0,0.0,468.78,6.81,1,2,14,4,8,2,0,0,3,2,2
813,20.96,101.62,6,28800.0,0.5189,1.0,0.5189,1.0,3.0,3.0,0.0,0.0,468.78,7.31,1,2,2,5,8,2,1,1,3,2,2
1025,14.07,129.91,5,28404.0,0.4836,0.9862,0.4904,1.0,5.0,5.0,0.0,0.0,468.78,7.47,1,2,6,5,8,2,1,0,3,2,2
883,25.25,112.46,3,28265.0,0.7484,0.9814,0.7626,1.0,3.0,3.0,0.0,0.0,487.53,7.82,2,2,14,5,8,2,1,0,3,2,3
1050,25.12,134.73,3,28057.0,0.9042,0.9742,0.9281,1.0,4.0,4.0,0.0,0.0,487.53,8.37,2,2,4,6,8,2,1,1,3,2,3
1050,19.37,139.21,6,27153.0,0.6074,0.9428,0.6442,1.0,6.0,6.0,0.0,0.0,563.54,8.69,3,2,11,6,8,2,1,0,3,2,0
1001,28.5,129.23,4,27886.0,0.9354,0.9683,0.966,1.0,3.0,3.0,0.0,0.0,563.54,9.31,3,2,2,0,9,2,0,1,3,2,0
965,47.71,120.62,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,563.54,9.56,3,2,8,0,9,2,0,0,3,2,0
971,28.51,121.38,5,28800.0,0.776,1.0,0.9312,1.0,6.0,5.0,0.0,0.0,563.54,10.1,3,2,21,0,9,2,0,0,3,2,0
1050,36.3,131.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,563.54,10.13,3,2,22,0,9,2,0,1,3,2,0
1050,41.49,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,563.54,10.65,3,2,10,1,9,2,0,0,3,2,0
968,27.69,121.0,2,28800.0,0.8964,1.0,0.8964,1.0,2.0,2.0,0.0,0.0,563.54,10.8,3,2,14,1,9,2,0,0,3,2,1
1033,20.83,129.12,1,28800.0,0.6051,1.0,0.6051,1.0,4.0,4.0,0.0,0.0,563.54,11.31,2,2,2,2,9,2,0,1,3,2,1
844,17.63,105.5,4,28800.0,0.4621,1.0,0.4621,1.0,4.0,4.0,0.0,0.0,563.54,11.5,2,2,7,2,9,2,0,0,3,2,1
1003,23.87,125.38,3,28800.0,0.5879,1.0,0.7839,1.0,4.0,3.0,0.0,0.0,656.32,12.05,3,2,20,2,9,2,0,0,3,2,0
927,35.57,115.88,4,28800.0,0.8826,1.0,0.8826,1.0,2.0,2.0,0.0,0.0,656.32,12.39,3,2,4,3,9,2,0,1,3,2,0
901,12.02,112.62,6,28800.0,0.325,1.0,0.325,1.0,6.0,6.0,0.0,0.0,656.32,12.47,3,2,6,3,9,2,0,0,3,2,0
788,28.82,98.5,4,28800.0,0.776,1.0,0.776,1.0,4.0,4.0,0.0,0.0,656.32,12.98,3,2,18,3,9,2,0,0,3,2,0
1050,41.27,131.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,656.32,13.19,3,2,23,3,9,2,0,1,3,2,0
936,26.27,117.0,2,28800.0,0.7758,1.0,0.7758,1.0,2.0,2.0,0.0,0.0,656.32,13.65,3,2,10,4,9,2,0,0,3,2,0
991,27.86,123.88,4,28800.0,0.7288,1.0,0.7288,1.0,4.0,4.0,0.0,0.0,656.32,13.99,3,2,19,4,9,2,0,0,3,2,0
955,36.19,119.38,3,28800.0,0.9732,1.0,0.9732,1.0,5.0,5.0,0.0,0.0,656.32,14.31,3,2,2,5,9,2,1,1,3,2,0
940,13.03,117.5,4,28800.0,0.3189,1.0,0.3189,1.0,4.0,4.0,0.0,0.0,656.32,14.69,3,2,11,5,9,2,1,0,3,2,0
899,20.81,112.38,4,28800.0,0.5185,1.0,0.5185,1.0,4.0,4.0,0.0,0.0,656.32,15.03,2,2,20,5,9,2,1,0,3,2,1
925,20.51,115.62,5,28800.0,0.6125,1.0,0.6125,1.0,4.0,4.0,0.0,0.0,656.32,15.4,2,2,4,6,9,3,1,1,3,2,1
883,10.68,114.3,2,27811.0,0.2842,0.9657,0.2943,1.0,2.0,2.0,0.0,0.0,656.32,15.5,1,2,7,6,9,3,1,0,3,2,1
943,35.81,119.7,5,28361.0,0.9848,0.9848,1.0,1.0,5.0,5.0,0.0,0.0,744.97,15.94,2,2,17,6,9,3,1,0,3,2,0
925,25.33,115.62,5,28800.0,0.7461,1.0,0.7461,1.0,5.0,5.0,0.0,0.0,744.97,16.69,2,2,11,0,10,3,0,0,3,2,0
805,38.23,100.62,4,28800.0,0.8352,1.0,0.8352,1.0,4.0,4.0,0.0,0.0,744.97,16.79,2,2,14,0,10,3,0,0,3,2,0
857,29.08,107.12,5,28800.0,0.71,1.0,0.71,1.0,5.0,5.0,0.0,0.0,744.97,17.17,2,2,23,0,10,3,0,1,3,2,0
1010,31.56,126.25,3,28800.0,0.9181,1.0,0.9181,1.0,3.0,3.0,0.0,0.0,744.97,17.54,2,2,8,1,10,3,0,0,3,2,0
803,39.9,100.38,6,28800.0,0.9555,1.0,0.9555,1.0,6.0,6.0,0.0,0.0,744.97,17.99,2,2,18,1,10,3,0,0,3,2,0
1050,40.34,131.25,6,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,744.97,18.38,2,2,4,2,10,3,0,1,3,2,0
915,50.89,114.38,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,744.97,18.45,2,2,6,2,10,3,0,0,3,2,0
1050,15.21,131.25,3,28800.0,0.482,1.0,0.482,1.0,3.0,3.0,0.0,0.0,744.97,19.0,1,2,19,2,10,3,0,0,3,2,0
912,33.76,114.0,2,28800.0,0.8468,1.0,0.8468,1.0,6.0,6.0,0.0,0.0,744.97,19.35,1,2,3,3,10,3,0,1,3,2,0
975,14.95,123.88,4,28334.0,0.4902,0.9838,0.4983,1.0,4.0,4.0,0.0,0.0,827.21,19.57,2,2,8,3,10,3,0,0,3,2,0
1006,40.18,129.28,6,28013.0,0.9727,0.9727,1.0,1.0,6.0,6.0,0.0,0.0,827.21,19.79,2,2,14,3,10,3,0,0,3,2,0
1015,20.88,129.05,6,28315.0,0.6267,0.9832,0.6374,1.0,3.0,3.0,0.0,0.0,827.21,20.39,2,2,4,4,10,3,0,1,3,2,0
1050,19.75,131.25,2,28800.0,0.5429,1.0,0.5429,1.0,2.0,2.0,0.0,0.0,827.21,20.61,2,2,9,4,10,3,0,0,3,2,0
829,24.64,103.62,5,28800.0,0.5964,1.0,0.5964,1.0,5.0,5.0,0.0,0.0,827.21,21.02,2,2,19,4,10,3,0,0,3,2,0
1002,46.4,125.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,827.21,21.27,2,2,1,5,10,3,1,1,3,2,0
1050,36.4,131.25,4,28800.0,0.8,1.0,1.0,1.0,5.0,4.0,0.0,0.0,827.21,21.64,2,2,10,5,10,3,1,0,3,2,0
998,36.09,124.75,2,28800.0,0.9942,1.0,0.9942,1.0,2.0,2.0,0.0,0.0,827.21,22.0,2,2,19,5,10,3,1,0,3,2,0
949,19.86,118.62,3,28800.0,0.5671,1.0,0.5671,1.0,6.0,5.0,0.0,0.0,827.21,22.24,2,2,1,6,10,3,1,1,3,2,0
992,15.55,130.12,2,27446.0,0.4512,0.953,0.4735,1.0,2.0,2.0,0.0,0.0,827.21,22.68,2,2,11,6,10,3,1,0,3,2,0
924,24.92,118.72,5,28019.0,0.5537,0.9729,0.683,1.0,5.0,5.0,0.0,0.0,851.85,23.38,2,2,4,0,11,3,0,1,3,2,2
852,39.36,106.5,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,851.85,23.69,2,2,11,0,11,3,0,0,3,2,2
943,27.73,117.88,2,28800.0,0.5008,1.0,0.7511,1.0,3.0,2.0,0.0,0.0,851.85,23.96,2,2,18,0,11,3,0,0,3,2,2
1050,35.63,131.25,5,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,888.74,24.42,2,2,5,1,11,3,0,1,3,2,0
1005,26.76,125.62,5,28800.0,0.9272,1.0,0.9272,1.0,5.0,5.0,0.0,0.0,888.74,24.76,2,2,13,1,11,3,0,0,3,2,0
820,20.35,102.5,3,28800.0,0.3221,1.0,0.4294,1.0,4.0,3.0,0.0,0.0,888.74,24.783749,2,2,16,1,11,3,0,0,3,2,3
1050,21.27,131.25,4,28800.0,0.622,1.0,0.622,1.0,5.0,5.0,0.0,0.0,888.74,24.783749,2,2,5,2,11,3,0,1,3,2,3
916,27.25,138.88,5,25715.625,0.8135,0.8929374999999999,0.9868,1.0,5.0,5.0,0.0,0.0,888.74,24.783749,2,2,13,2,11,3,0,0,3,2,3
839,38.29,138.18,3,25715.625,0.759,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,888.74,24.783749,2,2,14,2,11,3,0,0,3,2,3
1037,12.35,147.82,5,25715.625,0.4014,0.8929374999999999,0.4578,1.0,3.0,2.0,0.0,0.0,899.56,24.783749,4,2,0,3,11,3,0,1,3,2,3
870,27.65,130.03,6,25715.625,0.6915,0.8929374999999999,0.8268,1.0,6.0,6.0,0.0,0.0,901.56,24.783749,4,2,8,3,11,3,0,0,3,2,3
1050,51.17,155.1,5,25715.625,0.8462,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,5,2,18,3,11,3,0,0,3,2,0
1050,37.6,165.0,2,25715.625,0.5304,0.8929374999999999,1.0,1.0,3.0,2.0,0.0,0.0,1068.45,24.783749,5,2,23,3,11,3,0,1,3,2,0
971,43.19,121.38,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1068.45,24.783749,5,2,10,4,11,3,0,0,3,2,0
1040,34.11,130.0,4,28800.0,0.9876,1.0,0.9876,1.0,4.0,4.0,0.0,0.0,1068.45,24.783749,5,1,20,4,11,3,0,0,3,2,0
976,37.21,122.0,2,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,5,1,4,5,11,3,1,1,3,2,0
1041,27.94,130.12,5,28800.0,0.9918,1.0,0.9918,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,5,1,10,5,11,3,1,0,3,2,0
794,38.51,99.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1068.45,24.783749,5,1,19,5,11,3,1,0,3,2,0
852,33.06,106.5,5,28800.0,0.7804,1.0,0.7804,1.0,6.0,6.0,0.0,0.0,1068.45,24.783749,5,1,3,6,11,3,1,1,3,2,0
1050,28.31,131.25,2,28800.0,0.8272,1.0,0.8272,1.0,2.0,2.0,0.0,0.0,1068.45,24.783749,5,1,12,6,11,3,1,0,3,2,0
1050,35.49,131.25,1,28800.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1068.45,24.783749,4,0,21,6,11,3,1,0,3,2,0
999,46.33,124.88,6,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,4,0,0,0,12,3,0,1,3,2,0
971,22.1,121.38,5,28800.0,0.6504,1.0,0.6504,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,4,0,11,0,12,3,0,0,3,2,0
954,32.4,119.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1068.45,24.783749,4,0,17,0,12,3,0,0,3,2,0
951,39.84,118.88,5,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1068.45,24.783749,4,0,3,1,12,3,0,1,3,2,0
1035,22.51,129.38,3,28800.0,0.7317,1.0,0.7317,1.0,3.0,3.0,0.0,0.0,1068.45,24.783749,4,0,11,1,12,3,0,0,3,2,0
1050,21.2,131.25,5,28800.0,0.6475,1.0,0.6475,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,4,0,16,1,12,3,0,0,3,2,0
767,40.71,95.88,2,28800.0,0.808,1.0,0.808,1.0,2.0,2.0,0.0,0.0,1068.45,24.783749,4,0,2,2,12,3,0,1,3,2,0
1050,24.69,131.25,5,28800.0,0.7412,1.0,0.7412,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,4,0,10,2,12,3,0,0,3,2,0
1050,49.01,131.25,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1068.45,24.783749,3,0,19,2,12,3,0,0,3,2,1
813,10.09,101.62,2,28800.0,0.2493,1.0,0.2493,1.0,8.0,8.0,0.0,0.0,1068.45,24.783749,2,0,2,3,12,3,0,1,3,2,1
961,12.78,122.11,2,28331.0,0.3724,0.9837,0.3786,1.0,2.0,2.0,0.0,0.0,1308.45,24.783749,1,0,12,3,12,3,0,0,3,2,0
885,27.48,112.37,5,28354.0,0.6926,0.9845,0.7035,1.0,5.0,5.0,0.0,0.0,1308.45,24.783749,1,0,19,3,12,3,0,0,3,2,0
1050,35.36,132.97,8,28428.0,0.9871,0.9871,1.0,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,1,0,3,4,12,3,0,1,3,2,0
1050,19.47,131.25,3,28800.0,0.63,1.0,0.63,1.0,3.0,3.0,0.0,0.0,1308.45,24.783749,1,0,12,4,12,3,0,0,3,2,0
1050,27.64,131.25,5,28800.0,0.9012,1.0,0.9012,1.0,5.0,5.0,0.0,0.0,1308.45,24.783749,1,0,20,4,12,3,0,0,3,2,0
926,35.57,115.75,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1308.45,24.783749,1,0,1,5,12,3,1,1,3,2,0
1050,23.37,131.25,3,28800.0,0.6369,1.0,0.6369,1.0,3.0,3.0,0.0,0.0,1308.45,24.783749,1,0,10,5,12,3,1,0,3,2,0
975,29.71,121.88,2,28800.0,0.9005,1.0,0.9005,1.0,2.0,2.0,0.0,0.0,1308.45,24.783749,1,0,19,5,12,3,1,0,3,2,0
1004,13.6,125.5,5,28800.0,0.3981,1.0,0.3981,1.0,5.0,5.0,0.0,0.0,1308.45,24.783749,1,0,23,5,12,3,1,1,3,2,0
1050,19.38,131.25,2,28800.0,0.5553,1.0,0.5553,1.0,2.0,2.0,0.0,0.0,1308.45,24.783749,1,0,7,6,12,3,1,0,3,2,0
939,39.47,117.38,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1308.45,24.783749,1,0,18,6,12,3,1,0,3,2,0
1050,13.12,131.25,6,28800.0,0.3868,1.0,0.3868,1.0,6.0,6.0,0.0,0.0,1308.45,24.783749,1,0,22,6,12,3,1,1,3,2,0
992,31.72,124.0,2,28800.0,0.8315,1.0,0.8315,1.0,2.0,2.0,0.0,0.0,1308.45,24.783749,1,0,10,0,13,3,0,0,3,2,0
1050,14.16,131.25,2,28800.0,0.4524,1.0,0.4524,1.0,2.0,2.0,0.0,0.0,1308.45,24.783749,1,0,14,0,13,3,0,0,3,2,0
960,30.68,120.0,2,28800.0,0.833,1.0,0.833,1.0,0.0,0.0,0.0,0.0,1308.45,24.783749,1,0,2,1,13,3,0,1,3,2,0
988,14.73,123.5,4,28800.0,0.4367,1.0,0.4367,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,1,0,11,1,13,3,0,0,3,2,0
989,15.76,123.62,4,28800.0,0.4327,1.0,0.4327,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,1,0,14,1,13,3,0,0,3,2,0
1050,32.93,131.25,0,28800.0,0.9565,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,1,0,1,2,13,3,0,1,3,2,0
1050,35.56,131.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,1,0,11,2,13,3,0,0,3,2,0
1050,29.56,131.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1308.45,24.783749,1,0,20,2,13,3,0,0,3,2,0
789,20.92,98.62,4,28800.0,0.5011,1.0,0.5011,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,1,0,22,2,13,3,0,1,3,2,0
977,48.48,122.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1308.45,24.783749,1,0,7,3,13,3,0,0,3,2,0
955,44.34,119.38,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1308.45,24.783749,0,0,18,3,13,3,0,0,3,2,0
1019,40.91,127.38,3,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,0,0,4,4,13,3,0,1,3,2,0
888,24.91,111.0,6,28800.0,0.5877,1.0,0.5877,1.0,6.0,6.0,0.0,0.0,1308.45,24.783749,0,0,9,4,13,3,0,0,3,2,0
909,18.33,113.62,4,28800.0,0.5653,1.0,0.5653,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,0,0,14,4,13,3,0,0,3,2,0
931,34.56,116.38,4,28800.0,0.9048,1.0,0.9048,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,0,0,3,5,13,3,1,1,3,2,0
1002,44.56,125.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1308.45,24.783749,0,0,11,5,13,3,1,0,3,2,0
1050,43.71,131.25,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1308.45,24.783749,0,0,18,5,13,3,1,0,3,2,0
995,43.02,124.38,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1308.45,24.783749,0,0,0,6,13,3,1,1,3,2,0
864,37.06,112.65,3,27612.0,0.8856,0.9587,0.9237,1.0,3.0,3.0,0.0,0.0,1308.45,24.783749,0,0,8,6,13,3,1,0,3,2,0
938,21.06,120.03,3,28134.0,0.6175,0.9769,0.6321,1.0,3.0,3.0,0.0,0.0,1379.67,24.783749,0,0,20,6,13,3,1,0,3,2,0
1050,31.19,131.25,5,28800.0,0.7544,1.0,0.9053,1.0,6.0,5.0,0.0,0.0,1379.67,24.783749,0,0,6,0,14,3,0,0,3,2,0
1050,40.23,131.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1379.67,24.783749,0,0,16,0,14,3,0,0,3,2,0
1010,17.34,126.25,2,28800.0,0.5829,1.0,0.5829,1.0,6.0,6.0,0.0,0.0,1379.67,24.783749,0,0,3,1,14,3,0,1,3,2,0
865,42.79,108.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1379.67,24.783749,0,0,13,1,14,3,0,0,3,2,2
884,25.46,110.5,6,28800.0,0.6455,1.0,0.6455,1.0,6.0,6.0,0.0,0.0,1379.67,24.783749,0,0,21,1,14,3,0,0,3,2,2
992,18.44,124.0,6,28800.0,0.6228,1.0,0.6228,1.0,3.0,3.0,0.0,0.0,1379.67,24.783749,0,0,2,2,14,4,0,1,3,2,2
1050,19.48,167.89,4,25715.625,0.6347,0.8929374999999999,0.8119,1.0,4.0,4.0,0.0,0.0,1379.67,24.783749,0,0,11,2,14,4,0,0,3,2,2
947,17.06,143.38,4,25715.625,0.3601,0.8929374999999999,0.5452,1.0,5.0,4.0,0.0,0.0,1407.27,0.01,1,1,21,2,14,4,0,0,3,2,0
892,31.3,137.07,3,25715.625,0.8134,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,1407.27,0.1,1,1,0,3,14,4,0,1,3,2,0
1050,44.03,139.46,3,27104.0,0.9411,0.9411,1.0,1.0,3.0,3.0,0.0,0.0,1407.27,0.56,1,1,10,3,14,4,0,0,3,2,0
807,10.7,109.74,5,26474.0,0.2656,0.9192,0.289,1.0,5.0,5.0,0.0,0.0,1407.27,0.83,1,1,17,3,14,4,0,0,3,2,0
957,15.9,128.6,4,26791.0,0.4373,0.9302,0.4701,1.0,5.0,5.0,0.0,0.0,1500.15,1.19,2,1,2,4,14,4,0,1,3,2,0
876,24.71,109.5,4,28800.0,0.7416,1.0,0.7416,1.0,4.0,4.0,0.0,0.0,1500.15,1.5,2,1,9,4,14,4,0,0,3,2,0
1050,46.51,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1500.15,1.95,2,1,20,4,14,4,0,0,3,2,0
925,40.82,115.62,5,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1500.15,2.25,2,1,3,5,14,4,1,1,3,2,0
901,13.24,112.62,3,28800.0,0.3132,1.0,0.3132,1.0,3.0,3.0,0.0,0.0,1500.15,2.61,2,1,12,5,14,4,1,0,3,2,0
1050,37.32,131.25,5,28800.0,0.8333,1.0,1.0,1.0,6.0,5.0,0.0,0.0,1500.15,2.74,2,1,15,5,14,4,1,0,3,2,0
947,25.79,118.38,4,28800.0,0.6915,1.0,0.6915,1.0,7.0,7.0,0.0,0.0,1500.15,3.25,2,1,3,6,14,4,1,1,3,2,0
1050,36.17,131.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1500.15,3.4,2,1,7,6,14,4,1,0,3,2,0
1050,19.78,131.25,3,28800.0,0.4506,1.0,0.6008,1.0,4.0,3.0,0.0,0.0,1500.15,3.96,2,1,20,6,14,4,1,0,3,2,0
851,30.8,106.38,7,28800.0,0.7588,1.0,0.7588,1.0,4.0,4.0,0.0,0.0,1500.15,4.15,2,1,1,0,15,4,0,1,3,2,0
929,10.65,121.11,3,27614.0,0.3116,0.9588,0.325,1.0,3.0,3.0,0.0,0.0,1500.15,4.63,2,1,12,0,15,4,0,0,3,2,0
1045,42.82,134.68,4,27933.0,0.9699,0.9699,1.0,1.0,4.0,4.0,0.0,0.0,1500.15,4.81,2,1,17,0,15,4,0,0,3,2,0
1050,23.51,138.85,4,27223.0,0.7254,0.9452,0.7675,1.0,4.0,4.0,0.0,0.0,1574.52,5.04,2,1,22,0,15,4,0,1,3,2,0
1000,10.34,125.0,6,28800.0,0.3097,1.0,0.3097,1.0,6.0,6.0,0.0,0.0,1574.52,5.67,2,1,13,1,15,4,0,0,3,2,0
1003,14.51,125.38,6,28800.0,0.4785,1.0,0.4785,1.0,6.0,6.0,0.0,0.0,1574.52,5.9,2,1,19,1,15,4,0,0,3,2,0
949,28.88,118.62,1,28800.0,0.7351,1.0,0.7351,1.0,1.0,1.0,0.0,0.0,1574.52,6.05,2,1,22,1,15,4,0,1,3,2,0
993,26.97,124.12,2,28800.0,0.9282,1.0,0.9282,1.0,2.0,2.0,0.0,0.0,1574.52,6.44,2,1,8,2,15,4,0,0,3,2,0
1028,33.33,128.5,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1574.52,6.7,1,1,14,2,15,4,0,0,3,2,0
970,14.73,121.25,4,28800.0,0.2674,1.0,0.4011,1.0,6.0,4.0,0.0,0.0,1574.52,7.05,1,1,22,2,15,4,0,1,3,2,0
896,26.12,120.78,5,26706.0,0.6098,0.9273,0.6576,1.0,5.0,5.0,0.0,0.0,1574.52,7.58,1,1,11,3,15,4,0,0,3,2,2
860,20.2,116.24,4,26634.0,0.5288,0.9248,0.5718,1.0,4.0,4.0,0.0,0.0,1574.52,7.73,1,1,15,3,15,4,0,0,3,2,2
1050,30.33,143.32,3,26375.0,0.9158,0.9158,1.0,1.0,2.0,2.0,0.0,0.0,1582.23,0.12,0,2,3,4,15,4,0,1,3,2,2
1023,19.88,148.38,5,25715.625,0.5818,0.8929374999999999,0.6751,1.0,5.0,5.0,0.0,0.0,1689.86,0.55,1,2,13,4,15,4,0,0,3,2,0
1001,51.42,144.22,6,25715.625,0.8676,0.8929374999999999,1.0,1.0,6.0,6.0,0.0,0.0,1689.86,0.8,1,2,19,4,15,4,0,0,3,2,0
1014,35.33,147.46,2,25715.625,0.8596,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,1689.86,0.99,1,2,0,5,15,4,1,1,3,2,0
1050,18.87,131.25,5,28800.0,0.4353,1.0,0.5224,1.0,6.0,5.0,0.0,0.0,1689.86,1.38,1,2,9,5,15,4,1,0,3,2,0
867,41.89,108.38,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,1689.86,1.84,1,2,20,5,15,4,1,0,3,2,0
810,44.16,101.25,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1689.86,1.91,1,2,22,5,15,4,1,1,3,2,0
1005,42.19,125.62,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1689.86,2.31,1,2,7,6,15,4,1,0,3,2,0
983,24.56,122.88,4,28800.0,0.7512,1.0,0.7512,1.0,4.0,4.0,0.0,0.0,1689.86,2.57,1,2,14,6,15,4,1,0,3,2,0
1025,25.2,128.12,7,28800.0,0.8132,1.0,0.8132,1.0,3.0,3.0,0.0,0.0,1689.86,3.16,1,2,4,0,16,4,0,1,3,2,0
1050,12.78,131.25,3,28800.0,0.412,1.0,0.412,1.0,3.0,3.0,0.0,0.0,1689.86,3.35,1,2,8,0,16,4,0,0,3,2,0
907,33.26,113.38,3,28800.0,0.7013,1.0,0.935,1.0,4.0,3.0,0.0,0.0,1689.86,3.61,1,2,15,0,16,4,0,0,3,2,0
932,43.31,116.5,3,28800.0,1.0,1.0,1.0,1.0,8.0,8.0,0.0,0.0,1689.86,4.19,1,2,5,1,16,4,0,1,3,2,0
845,29.21,140.93,5,25715.625,0.7495,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,1689.86,4.52,1,2,12,1,16,4,0,0,3,2,0
1050,44.46,150.15,3,25715.625,0.8741,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1689.86,4.57,1,2,14,1,16,4,0,0,3,2,0
923,44.85,144.87,8,25715.625,0.7964,0.8929374999999999,1.0,1.0,8.0,8.0,0.0,0.0,1689.86,4.91,1,3,22,1,16,4,0,1,3,2,0
1050,19.07,131.25,5,28800.0,0.5301,1.0,0.6362,1.0,6.0,5.0,0.0,0.0,1746.83,0.47,1,3,13,2,16,4,0,0,3,2,0
1041,14.98,130.12,5,28800.0,0.4804,1.0,0.4804,1.0,5.0,5.0,0.0,0.0,1746.83,0.61,1,3,16,2,16,4,0,0,3,2,0
1007,38.08,125.88,0,28800.0,0.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1746.83,1.15,1,3,5,3,16,4,0,1,3,2,0
1032,9.72,129.0,5,28800.0,0.32,1.0,0.32,1.0,5.0,5.0,0.0,0.0,1746.83,1.34,1,3,10,3,16,4,0,0,3,2,0
1050,47.14,131.25,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1746.83,1.68,1,3,18,3,16,4,0,0,3,2,0
999,34.79,124.88,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1746.83,1.87,1,3,23,3,16,4,0,1,3,2,0
891,36.04,121.85,3,26325.0,0.8558,0.9141,0.9362,1.0,3.0,3.0,0.0,0.0,1746.83,2.28,0,3,8,4,16,4,0,0,3,2,0
